artist_id,name,genres,popularity,followers,total_streams,daily_chart_times,avg_chart_pos,top_peak_pos
1RyvyyTE3xzB2ZywiAwp0i,Future,"atl hip hop, pop rap, rap, southern hip hop, trap",90,10657537,751355229.0,495.0,122.0,3.0
0GM7qgcRCORpGnfcN2tCiB,Tainy,"latin, latin hip hop, latin pop, pop reggaeton, reggaeton, reggaeton flow, trap latino",81,566277,742558849.0,535.0,82.0,9.0
0vRvGUQVUjytro0xpb26bs,Arizona Zervas,"pop rap, rhode island rap",72,630634,725802393.0,397.0,96.0,2.0
0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,"dance pop, pop, post-teen pop",85,30075948,723325843.0,549.0,100.0,4.0
0KPX4Ucy9dk82uj4GpKesn,Dalex,"latin, r&b en espanol, reggaeton, trap latino",80,3694574,717860759.0,759.0,144.0,28.0
3fZk3Gm5dN5v5yfYMQ04Bx,DÃÂ­melo Flow,"latin, perreo, reggaeton, reggaeton flow, trap latino",74,237895,709153172.0,610.0,91.0,19.0
7ltDVBr6mKbRvohxheJ9h1,ROSALÃÂA,r&b en espanol,80,4834585,708100386.0,443.0,101.0,2.0
2LIk90788K0zvyj2JJVwkJ,Jack Harlow,"deep underground hip hop, kentucky hip hop, pop rap, rap",89,1186566,707835571.0,519.0,124.0,11.0
5zctI4wO9XSKS8XwcnqEHk,Lil Mosey,"melodic rap, rap, rap conscient, trap, vapor trap",77,3964499,687941569.0,346.0,104.0,8.0
0VRj0yCOv2FXJNP47XQnx5,Quavo,"atl hip hop, hip hop, melodic rap, pop rap, rap, southern hip hop, trap",81,5219661,685286825.0,369.0,112.0,4.0
4npEfmQ6YuiwW1GpUmaq3F,Ava Max,"dance pop, pop",82,4202378,672494039.0,718.0,142.0,37.0
6ASri4ePR7RlsvIQgWPJpS,iann dior,"melodic rap, pop rap",83,1341200,671757616.0,189.0,122.0,1.0
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,"dance pop, pop",82,6104474,669150990.0,468.0,82.0,8.0
56mfhUDKa1vec6rSLZV5Eg,Jawsh 685,nz pop,70,102279,644195088.0,248.0,112.0,1.0
1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,"melodic rap, trap",81,1288123,599630313.0,506.0,112.0,18.0
2cFrymmkijnjDg9SS92EPM,blackbear,"pop, pop rap",84,4377723,590406918.0,549.0,137.0,18.0
4ofCBoyEiGSePFAG500xev,Regard,"dance pop, edm, pop, pop dance, pop edm, slap house, tropical house",76,157545,570688417.0,479.0,86.0,20.0
2wY79sveU1sp5g7SokKOiI,Sam Smith,"dance pop, pop, uk pop",86,17585294,555247083.0,585.0,137.0,20.0
7rkW85dBwwrJtlHRDkJDAC,NAV,"canadian hip hop, canadian trap, hip hop, melodic rap, pop rap, rap, toronto rap, trap",79,2683957,554997941.0,238.0,106.0,2.0
5Wg2b4Mp42gicxEeDNawf7,A7S,scandipop,76,26713,546075973.0,285.0,41.0,6.0
0u6GtibW46tFX7koQ6uNJZ,Topic,"dance pop, edm, electro house, german dance, pop dance, pop edm, tropical house",80,156645,546075973.0,285.0,41.0,6.0
37230BxxYs9ksS7OkZw3IU,Chencho Corleone,"reggaeton flow, trap latino",76,155335,544010543.0,513.0,131.0,28.0
0xRXCcSX89eobfrshSVdyu,MEDUZA,"edm, pop dance, pop house, tropical house",78,450554,543157169.0,529.0,114.0,27.0
23fqKkggKUBHNkbKtXEls4,Kygo,"edm, pop, pop dance, tropical house",83,7706981,528836416.0,598.0,133.0,30.0
0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,"hip hop, ohio hip hop, pop rap, rap",84,5140717,510126006.0,296.0,118.0,1.0
6MPCFvOQv5cIGfw3jODMF0,Internet Money,"pop rap, rap, trap",79,461560,493503130.0,182.0,108.0,2.0
4ETSs924pXMzjIeD6E9b4u,Surfaces,"bedroom soul, pop",76,753058,492529123.0,307.0,112.0,12.0
1URnnhqYAYcrqrcwql10ft,21 Savage,"atl hip hop, hip hop, rap, trap",87,10165924,476296173.0,504.0,117.0,9.0
2nm38smINjms1LtczR0Cei,Goodboys,uk dance,75,29324,472607238.0,469.0,124.0,27.0
0YinUQ50QDB7ZxSCLyQ40k,Mustard,"cali rap, hip hop, pop rap, rap, southern hip hop, trap",77,896936,468659958.0,432.0,93.0,26.0
4ArPQ1Opcksbbf3CPwEjWE,Emilee,social media pop,67,79330,464385712.0,274.0,60.0,9.0
1lmU3giNF3CSbkVSQmLpHQ,Surf Mesa,tropical house,69,137359,464385712.0,274.0,60.0,9.0
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,"hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",80,6418312,454709522.0,296.0,86.0,4.0
1SupJlEpv7RS2tPNRaHViT,Nicky Jam,"latin, latin hip hop, reggaeton, trap latino",87,15201442,431821972.0,433.0,124.0,20.0
0Cp8WN4V8Tu4QJQwCN5Md4,BENEE,"alt z, nz pop, pop",70,646389,429628960.0,230.0,103.0,10.0
6sHCvZe1PHrOAuYlwTLNH4,Gus Dapperton,"bedroom pop, indie pop, indie poptimism",67,413827,426411918.0,226.0,52.0,10.0
12vb80Km0Ew53ABfJOepVz,ÃÂengo Flow,"latin, latin hip hop, reggaeton, reggaeton flow, trap latino",78,2752604,420464267.0,280.0,120.0,7.0
4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,"bedroom pop, electropop, indie pop, pop",80,4056494,418140817.0,305.0,128.0,11.0
4IMAo2UQchVFyPH24PAjUs,Jowell & Randy,"latin, latin hip hop, perreo, reggaeton, reggaeton flow, trap latino",73,3004563,415305295.0,289.0,156.0,7.0
2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,australian hip hop,92,2593936,413185901.0,364.0,129.0,7.0
0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,"alt z, dance pop, electropop, pop, post-teen pop",80,4038918,409592015.0,363.0,87.0,37.0
66W9LaWS0DPdL7Sz8iYGYe,JP Saxe,"alt z, canadian contemporary r&b, electropop, pop, pop rock",73,293237,409592015.0,363.0,87.0,37.0
5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,"dance pop, pop, post-teen pop",85,16201947,404204119.0,282.0,130.0,10.0
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,"canadian hip hop, canadian trap, hip hop, melodic rap, pop rap, r&b, rap, toronto rap, trap",82,3911412,389267916.0,338.0,155.0,11.0
7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,"boy band, dance pop, pop, post-teen pop",81,5584529,388442767.0,414.0,130.0,24.0
1dfeR4HaWDbWqFHLkxsg1d,Queen,"classic rock, glam rock, rock",87,36932089,384669633.0,484.0,164.0,27.0
4IWBUUAFIplrNtaOHcJPRM,James Arthur,"pop, talent show, uk pop",82,8674797,384459491.0,441.0,117.0,58.0
6DgP9otnZw5z6daOntINxp,Joel Corry,"dance pop, edm, pop, pop dance, tropical house, uk dance",81,219190,382750045.0,173.0,106.0,10.0
7uMh23xWiuR7zsNkuNcm2G,MNEK,"uk contemporary r&b, uk dance",74,254180,382051982.0,172.0,29.0,10.0
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,"dance pop, pop, pop rap, r&b, rap",88,14371257,376168863.0,368.0,126.0,17.0
2PaZWGu5T5nHjY2xxAkFsT,THE SCOTTS,pop rap,64,180430,376137192.0,191.0,67.0,1.0
4VIvfOurcf0vuLRxLkGnIG,Bradley Cooper,hollywood,73,187949,374203325.0,364.0,93.0,56.0
6AgTAQt8XS6jRWi4sX7w49,Polo G,chicago rap,88,5288866,372157655.0,440.0,137.0,7.0
53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,"modern rock, pop, rock",88,36017789,367944410.0,417.0,151.0,84.0
3Wb38LDP3N4tkobValgE9D,Juanka,"perreo, reggaeton, reggaeton flow, trap latino",70,483802,367459307.0,230.0,89.0,12.0
1GKIlPFdcewHtpDVCQ8zmJ,Brray,"perreo, reggaeton, reggaeton flow, trap latino",72,108873,365856641.0,228.0,58.0,12.0
5hdhHgpxyniooUiQVaPxQ0,Nio Garcia,"latin, reggaeton, trap latino",83,2314272,365856641.0,228.0,58.0,12.0
4SsVbpTthjScTS7U2hmr1X,Arcangel,"latin, latin hip hop, reggaeton, trap latino",84,6872661,357936065.0,316.0,141.0,19.0
2LRoIwlKmHjgvigdNGBHNo,Feid,"colombian pop, latin, pop reggaeton, reggaeton, reggaeton colombiano, trap latino",80,696608,350866992.0,374.0,115.0,51.0
3hcs9uc56yIGFCSy9leWe7,Lil Durk,"chicago drill, chicago rap, drill, hip hop, rap, trap",87,3015737,349662010.0,145.0,117.0,2.0
4EPJlUEBy49EX1wuFOvtjK,Becky Hill,"dance pop, house, pop, pop dance, pop house, tropical house, uk dance, uk pop",79,353531,346838766.0,302.0,93.0,27.0
45dkTj5sMRSjrmBSBeiHym,Tate McRae,"alt z, dance pop, pop, post-teen pop",81,1793281,343407390.0,174.0,43.0,12.0
4rTv3Ejc7hKMtmoBOK1B4T,Ali Gatie,"canadian hip hop, pop",75,1782127,342398097.0,366.0,106.0,32.0
5LHRHt1k9lMyONurDHEdrp,Tyga,"dance pop, hip hop, pop rap, rap, southern hip hop, trap",84,6341066,333944551.0,358.0,135.0,35.0
1XLWox9w1Yvbodui0SRhUQ,StaySolidRocky,melodic rap,65,152864,332804338.0,208.0,60.0,8.0
2ydZrTy8U3kOMOzx20s3dg,DJ Nelson,"latin, latin hip hop, reggaeton, reggaeton flow, trap latino",77,783831,330708061.0,192.0,45.0,19.0
2cPqdH7XMvwaBJEVjheH8g,Jay Wheeler,"latin, reggaeton, trap latino",81,1892537,330708061.0,192.0,45.0,19.0
5CiGnKThu5ctn9pBxv7DGa,benny blanco,"electropop, pop, pop rap",76,823943,316707005.0,221.0,100.0,5.0
1anyVhU62p31KFi8MEzkbf,Chance the Rapper,"chicago rap, conscious hip hop, hip hop, pop rap, rap",79,5417598,311235494.0,165.0,92.0,4.0
55Aa2cqylxrFIXC767Z865,Lil Wayne,"hip hop, new orleans rap, pop rap, rap, trap",89,10892827,301212257.0,211.0,136.0,11.0
4qIVPF0s71ZYW3qzhu5GkF,Kina,"sad lo-fi, sad rap",73,675001,298948930.0,408.0,160.0,98.0
7gZfnEnfiaHzxARJ2LeXrf,6ix9ine,"emo rap, rap",75,6544360,297373789.0,201.0,128.0,2.0
7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,"lgbtq+ hip hop, pop, pop rap",93,6534836,294902630.0,287.0,133.0,16.0
1OB278sOZVSFx5vXqYha83,J. Rey Soul,,61,5071,288830640.0,197.0,48.0,17.0
7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,"contemporary country, country, pop",78,2406858,285836788.0,298.0,149.0,37.0
6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,"brooklyn drill, melodic rap, nyc rap",84,3851027,282508081.0,182.0,119.0,10.0
0BqURncJM5B1BBu7UM51eq,Guaynaa,"latin, reggaeton, reggaeton flow, trap latino",75,665052,272353243.0,178.0,60.0,23.0
1cNDP5yjU5vjeR8qMf4grg,YNW Melly,"melodic rap, trap",79,6568587,264794956.0,247.0,121.0,23.0
69GGBxA162lTqCwzJG5jLp,The Chainsmokers,"dance pop, edm, electropop, pop, pop dance, tropical house",82,18402676,262093233.0,391.0,167.0,100.0
7EQ0qTo7fWT7DPxmxtSYEc,Bastille,"metropopolis, modern rock, pop, pop rock, tropical house",78,4830945,259519895.0,314.0,132.0,52.0
2LmcxBak1alK1bf7d1beTr,Juhn,"latin, reggaeton, reggaeton flow, trap latino",76,807033,256949114.0,225.0,100.0,28.0
1GxkXlMwML1oSg5eLPiAz3,Michael BublÃÂ©,"adult standards, canadian pop, jazz pop, lounge",76,4756964,249555463.0,115.0,123.0,4.0
7wlFDEWiM5OoIAt8RSli8b,YoungBoy Never Broke Again,"baton rouge rap, trap",86,7579033,244317546.0,264.0,145.0,26.0
5y2Xq6xcjJb2jVM54GHK3t,John Legend,"neo soul, pop, pop soul, r&b, urban contemporary",80,5906254,233300537.0,327.0,166.0,113.0
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,"dance pop, pop, r&b, urban contemporary",78,7049724,233137859.0,78.0,116.0,1.0
7A8S43ryYdbWpJKeHRZRcq,JACKBOYS,"rap, trap",71,449006,230636609.0,274.0,133.0,56.0
3l0CmX0FuQjFxr8SK7Vqag,Clairo,"bedroom pop, indie pop, pop",80,2823401,228946530.0,242.0,116.0,44.0
0ErzCpIMyLcjPiwT4elrtZ,NLE Choppa,memphis hip hop,78,3544682,225557211.0,233.0,154.0,48.0
5JZ7CnR6gTvEMKX4g70Amv,Lauv,"dance pop, electropop, pop",81,4554965,224754337.0,298.0,157.0,65.0
3q7HBObVc0L8jNeTe5Gofh,50 Cent,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",83,7748493,224655045.0,163.0,78.0,12.0
63yrD80RY3RNEM2YDpUpO8,Melanie Martinez,"alt z, electropop, pop",80,11350858,223451423.0,188.0,92.0,27.0
6vWDO969PvNqNYHIOW5v0m,BeyoncÃÂ©,"dance pop, pop, r&b",85,28957900,222583340.0,153.0,108.0,11.0
7IlRNXHjoOCgEAWN5qYksg,Aya Nakamura,"basshall, francoton",75,3085595,218671099.0,191.0,107.0,33.0
0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,"colombian pop, latin, reggaeton, reggaeton colombiano, trap latino",81,8214617,212726607.0,178.0,119.0,21.0
5fSVkkuijRIpxuvSqysYiP,SnÃÂ¸w,"sad lo-fi, sad rap",71,112438,209391711.0,284.0,156.0,98.0
5INjqkS1o8h1imAzPqGZBb,Tame Impala,"australian psych, neo-psychedelic",79,5150777,199840419.0,283.0,141.0,54.0
77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,"modern alternative rock, modern rock, pop",84,6979179,197111041.0,215.0,140.0,45.0
6TIYQ3jFPwQSRmorSezPxX,Machine Gun Kelly,"ohio hip hop, pop rap",85,4022175,196004631.0,183.0,145.0,36.0
3QSQFmccmX81fWCUSPTS7y,Dean Lewis,"australian pop, pop, pop rock",75,1736457,189050129.0,270.0,169.0,128.0
7MPGCB854Qo4alYMOPkBka,Ritt Momney,"bedroom pop, indie pop",66,102775,187185820.0,110.0,91.0,15.0
3MZsBdqDrRTJihTHQrO6Dq,Joji,"alternative r&b, pop, viral pop",82,4922509,187001973.0,229.0,140.0,24.0
41X1TR6hrK8Q2ZCpp2EqCz,bbno$,"canadian hip hop, dark trap, vapor trap",79,898361,185455999.0,198.0,108.0,41.0
6USMTwO0MNDnKte5a5h0xx,Y2K,pop rap,67,271767,185455999.0,198.0,108.0,41.0
7FNnA9vBm6EKceENgCGRMb,Anitta,"funk carioca, funk pop, pagode baiano, pop nacional",80,10826132,184015402.0,197.0,136.0,24.0
4Ga1P7PMIsmqEZqhYZQgDo,Lil Tecca,"melodic rap, rap, trap",83,4265966,183902645.0,214.0,153.0,57.0
5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,"boy band, dance pop, electropop, pop, post-teen pop",80,7884987,183102986.0,254.0,156.0,55.0
0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,"hip hop, pop rap, rap, southern hip hop, trap",81,2657496,180889080.0,158.0,114.0,9.0
6nS5roXSAGhTGr34W6n7Et,Disclosure,"house, pop, uk dance",77,1958848,179035437.0,187.0,149.0,27.0
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,"dance pop, piano rock, pop, pop rock",84,12443045,178053583.0,160.0,127.0,30.0
3E6xrwgnVfYCrCs0ePERDz,Wisin,"latin, latin hip hop, reggaeton, trap latino",83,7078556,177523644.0,154.0,116.0,37.0
55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,"alt z, dance pop, pop, post-teen pop",74,907552,176969160.0,233.0,154.0,75.0
5lpH0xAS4fVfLkACg9DAuM,Wham!,"disco, europop, mellow gold, new romantic, new wave, new wave pop, soft rock, synthpop",68,1680223,176521435.0,54.0,42.0,2.0
4LLpKhyESsyAXpc4laK94U,Mac Miller,"hip hop, pittsburgh rap, rap",85,6385162,175518003.0,120.0,97.0,9.0
60rpJ9SgigSd16DOAG7GSa,Billy Ray Cyrus,"country, country rock",69,195005,175008922.0,203.0,126.0,33.0
4gzpq5DPGxSnKTe4SA8HAU,Coldplay,"permanent wave, pop",89,31951841,170079951.0,242.0,164.0,35.0
2oQX8QiMXOyuqbcZEFsZfm,El Alfa,"dembow, latin, rap dominicano, reggaeton, trap latino",80,1850843,169349942.0,208.0,145.0,39.0
6i3DxIlAqnDkwELLw4aVrx,Lele Pons,"latin pop, viral pop",68,829772,167324301.0,108.0,57.0,23.0
47MpMsUfWtgyIIBEFOr4FE,Lunay,"latin, latin hip hop, latin pop, reggaeton, reggaeton flow, trap latino",77,5252069,161194330.0,197.0,154.0,74.0
7f02bxFbZIOVdSbYRNYvLT,Jerry Di,"cubaton, dominican pop, pop venezolano, reggaeton, reggaeton flow, trap latino",66,158537,159309013.0,135.0,87.0,43.0
6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,"dance pop, pop, urban contemporary",78,7082141,155378830.0,215.0,136.0,81.0
4fxd5Ee7UefO4CUXgwJ7IP,Giveon,"pop, r&b",84,1588059,155126406.0,147.0,96.0,8.0
3O5HD95HTEPgoPFOjAb7yV,DripReport,viral rap,60,93786,154676074.0,138.0,92.0,32.0
6S2OmqARrzebs0tKUEyXyp,Demi Lovato,"dance pop, pop, post-teen pop",83,20691463,153503413.0,152.0,109.0,20.0
31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,"melodic rap, rap, trap",83,5971969,149234239.0,173.0,147.0,46.0
0EmeFodog0BfCgMzAIvKQp,Shakira,"colombian pop, dance pop, latin, latin pop, pop",84,22409903,147083476.0,135.0,130.0,37.0
716NhGYqD1jl2wI1Qkgq36,Bizarrap,"argentine hip hop, pop venezolano, trap argentino, trap latino",82,3510785,145818742.0,120.0,102.0,33.0
1Bl6wpkWCQ4KVgnASpvzzA,BROCKHAMPTON,"boy band, hip hop, rap",73,1861700,143921848.0,128.0,121.0,34.0
