track_id,name,artist_id,artist_name,popularity,explicit,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,collabs
4loM16743hROPC6uIJG6wM,MET GALA,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,62,True,149133,0.873,0.577,-9.151,0.271,0.353,0.0,0.111,0.956,117.089,0
2f8y4CuG57UJEmkG3ujd0D,NASTY GIRL / ON CAMERA,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,62,True,230600,0.598,0.472,-10.991,0.258,0.204,1.54e-05,0.108,0.522,120.08,0
7vHmfnKJMWYWzS1H3dC5VF,In My Feelings,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,62,True,238718,0.551,0.677,-6.347,0.0893,0.0589,0.0566,0.112,0.293,89.961,0
2Pn76oik9rWyoBShTSNY9Q,White Mustang,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,62,False,164710,0.652,0.462,-8.683,0.0487,0.428,0.00226,0.107,0.265,114.932,0
4L6ihclQPu1hqP9r3WNJjQ,Free Woman,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,62,False,191466,0.731,0.927,-3.634,0.0781,0.0228,7.15e-05,0.187,0.478,119.006,0
6NfC2FKfsfzuLIF4lThw0A,Así Soy Yo,"2R21vXR83lH98kGeO99Y66,4q3ewBCX7sLwd24euuV69X","Anuel AA,Bad Bunny",62,True,226378,0.732,0.807,-3.424,0.116,0.445,0.00152,0.0975,0.724,176.026,1
6ACiYjq5Q7e6BlhZEHz7cd,Garden Shed (feat. Estelle),"4V8LLVI7PbaPR0K2TGSxFF,5T0MSzX9RC5NA6gAI6irSn","Tyler, The Creator,Estelle",62,True,223946,0.423,0.456,-8.45,0.0579,0.381,0.016,0.12,0.148,112.984,1
6BXyD6UUPizpRpA7iOi99r,In meinem Benz,"07SFzTMeYf5P8Rd32a9Zzw,1aS5tqEs9ci5P9KD9tZWa6","AK AUSSERKONTROLLE,Bonez MC",62,True,164203,0.786,0.666,-5.266,0.536,0.167,0.0,0.235,0.737,154.862,1
2FUNBaa5DwItJtYEBgAblU,monster,1URnnhqYAYcrqrcwql10ft,21 Savage,62,True,233039,0.89,0.607,-6.916,0.124,0.158,0.000228,0.118,0.224,134.022,0
33i3xxHB4YSYGYbtJrwwO8,Foreword (feat. Rex Orange County),"4V8LLVI7PbaPR0K2TGSxFF,7pbDxGE6nQSZVfiFdq9lOL","Tyler, The Creator,Rex Orange County",62,True,194080,0.734,0.671,-7.107,0.0315,0.118,0.00317,0.352,0.113,94.025,1
4Uy3kNxW2kB8AEoXljEcth,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse","0hCNtLu0JehylgoiP8L4Gh,2R21vXR83lH98kGeO99Y66,6tt0iYnpHERj05WATWRiom","Nicki Minaj,Anuel AA,Bantu",62,False,174893,0.766,0.881,-5.158,0.137,0.0166,2.3e-06,0.347,0.674,112.027,1
0qp8MuZNKelOGTK2HPlXBA,Kids Turned Out Fine,13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,62,True,183120,0.302,0.669,-9.404,0.238,0.275,3.58e-05,0.369,0.127,164.8,0
1orjH4IkSH9VrWmRCToKV8,Shotta Flow 5,0ErzCpIMyLcjPiwT4elrtZ,NLE Choppa,62,True,145167,0.806,0.749,-5.268,0.328,0.0838,0.0,0.0621,0.77,140.032,0
7zTx8ePYAmPFQuxP3xlXZn,Light,0jNDKefhfSbLR9sFvcPLHo,San Holo,62,False,239853,0.57,0.763,-4.137,0.0573,0.0857,2.49e-06,0.0932,0.43,150.088,0
5itzep0nGnq7hxCfFNsTIR,difference (interlude),15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,62,False,76973,0.593,0.0668,-15.268,0.0722,0.949,1.31e-05,0.194,0.19,102.456,0
4axYWgXASdsCBHuwInAubT,I don’t let go,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,62,True,121630,0.797,0.293,-7.479,0.08,0.591,0.0724,0.148,0.478,80.035,0
4hXDobvUaXyDFLnmecoY0z,Dip (feat. Nicki Minaj),"5LHRHt1k9lMyONurDHEdrp,0hCNtLu0JehylgoiP8L4Gh","Tyga,Nicki Minaj",62,True,195991,0.885,0.543,-6.338,0.2,0.0311,0.0,0.154,0.43,99.026,1
4xBjsLUSjcx2h7PcRikpQp,OMG (feat. Quavo),"4nDoRrQiYLoBzwC5BhVJzF,0VRj0yCOv2FXJNP47XQnx5","Camila Cabello,Quavo",62,False,228893,0.655,0.576,-6.735,0.0536,0.0295,0.115,0.132,0.167,139.953,1
5ld8E3DVBXCCWQ54yrkWVp,305,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,62,False,189072,0.562,0.869,-5.38,0.058,0.205,0.0293,0.122,0.928,164.936,0
6NYtLvyThMT0oALFdJFdzq,love language,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,62,True,179860,0.688,0.573,-5.03,0.208,0.0686,0.0,0.0749,0.553,110.034,0
1ABS9lKaZ1uXkXCqr9zFO7,Kids Again,2wY79sveU1sp5g7SokKOiI,Sam Smith,62,False,207528,0.666,0.726,-2.998,0.0262,0.486,0.0,0.0892,0.468,128.044,0
76gUmNLXGQVOsGhfcshkFP,Madiba Riddim,3TVXtAsR1Inumwj472S9r4,Drake,62,False,205162,0.839,0.521,-10.45,0.166,0.245,0.00545,0.607,0.33,105.992,0
05KOgYg8PGeJyyWBPi5ja8,Free Smoke,3TVXtAsR1Inumwj472S9r4,Drake,62,True,218673,0.736,0.491,-6.892,0.439,0.0681,0.0,0.571,0.203,141.979,0
4JDjZ2AzlHnde5uUy0TveV,Realize,711MCceyCBcFnzjGY4Q7Un,AC/DC,62,False,217466,0.455,0.79,-4.049,0.0432,3.78e-06,0.00021,0.0866,0.22,125.964,0
7oolFzHipTMg2nL7shhdz2,Eraser,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,62,False,227426,0.64,0.812,-5.647,0.0834,0.086,0.0,0.0509,0.914,86.013,0
3mRcWCyteY2133a7xVMrYw,Comin Out Strong (feat. The Weeknd),"1RyvyyTE3xzB2ZywiAwp0i,1Xyo4u8uXC1ZmMpatF05PJ","Future,The Weeknd",62,True,254369,0.628,0.481,-7.775,0.475,0.29,0.0,0.118,0.33,108.761,1
4g32MdRoqwGKQd3NXIRhpU,Good Guy (feat. Jessie Reyez),"7dGJo4pcD2V6oG8kP0tJRR,3KedxarmBCyFBevnqQHy3P","Eminem,Jessie Reyez",62,True,142192,0.696,0.634,-6.918,0.281,0.244,0.0,0.437,0.728,89.973,1
7MXgrcOQAJ5VwSNUL0lDd3,Blinding Lights (with ROSALÍA) - Remix,"1Xyo4u8uXC1ZmMpatF05PJ,7ltDVBr6mKbRvohxheJ9h1","The Weeknd,ROSALÍA",62,False,216123,0.49,0.694,-5.793,0.0618,0.0133,4.62e-05,0.0946,0.249,170.903,1
5ou59ERA2f7ffyAxAcZyVz,Perfect Illusion,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,62,False,182000,0.616,0.861,-5.464,0.0376,0.00145,0.0,0.357,0.68,124.988,0
2IKJtXeR5UsaUjZB46fTOK,six thirty,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,62,True,183874,0.739,0.516,-7.154,0.0539,0.67,0.0,0.151,0.434,120.109,0
38QmUDpkoYlNbMKvpvAsrE,Mi Cama - Remix,"790FomKkXshlbRYZFtlgla,1vyhD5VmyZ7KMfW5gqLgo5,1SupJlEpv7RS2tPNRaHViT","KAROL G,J Balvin,Nicky Jam",62,False,196320,0.815,0.784,-4.423,0.0738,0.299,0.0,0.0958,0.832,162.958,1
2yg7MXp8nSPaf61HVkhEr3,The Void,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,62,True,325413,0.464,0.459,-8.736,0.0314,0.365,0.28,0.117,0.0786,142.017,0
6wvlEKW2qxucJSBXYpMV2P,TOOTIMETOOTIMETOOTIME,3mIj9lX2MWuHmhNCA7LSCW,The 1975,62,False,207851,0.662,0.827,-5.891,0.0624,0.166,0.0165,0.086,0.477,115.014,0
2oZmMp5M6L0Rh7G84Um2tF,Chain of Fools,7nwUJBm0HE4ZxD3f5cy5ok,Aretha Franklin,62,False,167066,0.721,0.567,-9.516,0.0389,0.221,0.0,0.465,0.914,116.643,0
50le2HSqQAIqB4BGD4cE9e,Black Magic (feat. Skylar Grey),"7dGJo4pcD2V6oG8kP0tJRR,4utLUGcTvOJFr6aqIJtYWV","Eminem,Skylar Grey",62,True,174863,0.674,0.807,-3.961,0.224,0.0151,3.9e-06,0.584,0.163,140.056,1
03It1uO69CjGWP3yyVe465,Chun Swae (feat. Swae Lee),"0hCNtLu0JehylgoiP8L4Gh,1zNqQNIdeOUZHb8zbZRFMX","Nicki Minaj,Swae Lee",62,True,370440,0.851,0.421,-8.022,0.0644,0.0654,0.00141,0.136,0.21,140.992,1
4CYTQpr2jc4uBScYvpEK2w,Beno!,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,62,True,153333,0.923,0.562,-7.357,0.304,0.0213,0.0,0.0726,0.499,144.067,0
0cgD36xPIJBdKUNJRHYDgP,JumpOutTheHouse,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,62,True,93385,0.87,0.461,-5.786,0.201,0.00456,0.0,0.11,0.485,144.053,0
204U3zjm9kkzX25Pr4Rdld,Kelly Price (feat. Travis Scott),"6oMuImdp5ZcFhWP0ESe6mG,0Y5tJX1MQlPlqiwlOH1tJY","Migos,Travis Scott",62,True,363934,0.745,0.685,-5.7,0.0313,0.53,0.0,0.176,0.437,121.977,1
76Y0gxtTxN0FyDCYh5qYQj,Get Right Witcha,6oMuImdp5ZcFhWP0ESe6mG,Migos,62,True,257545,0.95,0.743,-5.861,0.238,0.0646,1.19e-05,0.103,0.62,136.98,0
1whfVLMKWqAX3uk97VXsNN,west side,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,62,False,132278,0.688,0.455,-8.632,0.199,0.186,0.0,0.0794,0.557,87.865,0
3pJa2fy3VW7Uxrzzz0k1A7,Angeklagt,1aS5tqEs9ci5P9KD9tZWa6,Bonez MC,62,False,168991,0.658,0.623,-9.154,0.0912,0.171,0.00528,0.114,0.305,182.011,0
1HLL8X0LH20F6Z9SLXLIjr,"No More (feat. Travis Scott, Kodak Black & 21 Savage)","0iEtIxbK0KxaSlF7G42ZOp,0Y5tJX1MQlPlqiwlOH1tJY,46SHBwWsqBkxI7EeeBEQG7,1URnnhqYAYcrqrcwql10ft","Metro Boomin,Travis Scott,Kodak Black,21 Savage",62,True,265120,0.636,0.501,-7.26,0.329,0.413,0.0,0.339,0.196,82.309,1
0SVsEdvot6vU4byv5yW0oj,That’s How You Feel,3TVXtAsR1Inumwj472S9r4,Drake,62,True,157605,0.81,0.451,-6.348,0.249,0.152,0.0537,0.108,0.359,85.417,0
6t44iU80A0h8WQ7vc4OoRj,Fake Happy,74XFHRwlV6OrjEM0A2NCMF,Paramore,62,False,235706,0.734,0.626,-5.685,0.0458,0.076,6.54e-06,0.168,0.44,98.559,0
1sBhJGPUKrdRycgKxve70v,Hot2Touch,"4bL2B6hmLlMWnUEZnorEtG,34SBu2kvAUh84umN8Pi0iI,5KPJMJR9PCfMWSfco8i4W4","Felix Jaehn,Hight,Alex Aiono",62,False,160825,0.755,0.719,-5.316,0.0421,0.000875,1.53e-05,0.326,0.813,121.986,1
2RJfK2pOvGpnxC255YOy5k,Rose-Colored Boy,74XFHRwlV6OrjEM0A2NCMF,Paramore,62,False,212853,0.768,0.826,-4.904,0.0335,0.00199,0.000374,0.031,0.926,114.997,0
1EXotCuzdXR34W1MoP6Um7,Expectations,3J0BpFVUc9LeOIVeN5uNhU,Lauren Jauregui,62,True,204066,0.576,0.443,-7.477,0.0754,0.00923,1.88e-06,0.124,0.452,180.08,0
7fQox8Ere1HDm0jhSnsFHu,Obey (with YUNGBLUD),"1Ffb6ejR6Fe5IamqA5oRUF,6Ad91Jof8Niiw0lGLLi3NW","Bring Me The Horizon,YUNGBLUD",62,True,220538,0.462,0.99,-3.175,0.211,0.000103,0.0,0.374,0.204,137.061,1
2EhJijFUs0WUmNClDBpYJq,Make It Back,4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,62,True,102560,0.75,0.387,-10.123,0.487,0.122,0.0,0.0993,0.739,143.019,0
2OsDoAzo5SGq10qwmKSQBv,Jet Lag (feat. Young Scooter),"1RyvyyTE3xzB2ZywiAwp0i,4MCBfE4596Uoi2O4DtmEMz,4cmA2QDPdzh8W2ytpyUGes","Future,Juice WRLD,Young Scooter",62,True,271066,0.81,0.458,-7.495,0.105,0.266,0.0,0.174,0.493,125.049,1
7BO3y8lmogACezwHqZ1HTB,BXL ZOO,"2UwqpfQtNuhBwviIC0f2ie,5gs4Sm2WQUkcGeikMcVHbh","Damso,Hamza",62,True,201333,0.745,0.656,-6.829,0.203,0.0604,0.0,0.11,0.405,137.997,1
06FCvd7rrRcF3DdvWH5Isp,LUST.,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,62,True,307880,0.678,0.562,-9.197,0.508,0.193,0.0,0.104,0.566,94.241,0
7yN9Qx1HtE4c1fhakBz8Ay,DEUX TOILES DE MER,2UwqpfQtNuhBwviIC0f2ie,Damso,62,True,315640,0.521,0.39,-9.726,0.128,0.582,7.43e-05,0.112,0.157,104.106,0
64I6t2tuUGnIlaDIzHJ6YI,Quero Você do Jeito Que Quiser,"1yR65psqiazQpeM79CcGh8,59jlthNnbmim5l9tmNA7se","Marília Mendonça,Maiara & Maraisa",62,False,215978,0.698,0.604,-4.574,0.0457,0.501,0.0,0.251,0.353,127.707,1
3xo4Q43ei0ypZOvd2W1IqZ,Like You Do,3MZsBdqDrRTJihTHQrO6Dq,Joji,62,False,240294,0.582,0.199,-10.045,0.0321,0.953,0.00852,0.135,0.0783,66.454,0
5INKIG4QNuD4xq7qZcfPzp,Bandito,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,62,False,330986,0.661,0.52,-8.367,0.028,0.256,0.0246,0.105,0.427,127.089,0
6gFtgkh8ShkrJn52Cbdhxy,Cut My Lip,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,62,False,282613,0.641,0.561,-5.856,0.0355,0.12,0.0021,0.358,0.678,111.938,0
6oaQuXiRKqQq9ITJBV1XmC,Wild Life,5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,62,False,267117,0.498,0.764,-8.096,0.0382,0.0118,0.0104,0.156,0.0557,115.975,0
6rbhaJsE4uLzpPf8WYSHDK,Asesina,"00XhexlJEXQstHimpZN910,1TtXnWcUs0FCkaZDPGYHdf","Brytiago,Darell",62,False,187213,0.845,0.663,-5.233,0.27,0.614,0.0,0.114,0.508,94.215,1
1lntL1cI2UIWlxjL5QiN8g,The Other,5JZ7CnR6gTvEMKX4g70Amv,Lauv,62,False,189333,0.38,0.553,-6.621,0.0653,0.421,2.63e-06,0.0788,0.384,179.629,0
2YMyVYNLmFDD0KGtNkkgFa,Kissing Strangers,"6T5tfhQCknKG4UnH90qGnz,0hCNtLu0JehylgoiP8L4Gh","DNCE,Nicki Minaj",62,True,202480,0.776,0.741,-5.804,0.041,0.0506,0.0,0.0701,0.854,120.079,1
575NJxNUVDqwJGdzBrlLbv,Lost In Japan - Remix,"7n2wHs1TKAczGzO7Dd2rGr,2qxJFvFYMEDqd7ui6kSAcq","Shawn Mendes,Zedd",62,False,201253,0.706,0.855,-5.377,0.215,0.0911,0.0,0.347,0.293,107.184,1
51wrmElSLxFzc0vSQPeTxs,Where Were You In The Morning?,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,62,False,200600,0.709,0.516,-7.468,0.0615,0.557,0.0,0.0992,0.465,87.992,0
62ljuuXo0zrcrtJnnOhfxT,Dear April (Side A - Acoustic),2h93pZq0e7k5yf4dywlkpM,Frank Ocean,62,False,231040,0.444,0.152,-12.87,0.0471,0.953,8.85e-05,0.0966,0.227,115.95,0
5RrrQhJKKKMJt3wB5n2N3t,Living In A Ghost Town,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,62,False,247010,0.679,0.697,-5.369,0.0454,0.0148,0.0119,0.124,0.776,110.558,0
5ZOEulH7fvK4ZkMLTOyKL0,Demonz (feat. Brent Faiyaz) - Interlude,"4MCBfE4596Uoi2O4DtmEMz,3tlXnStJ1fFhdScmQeLpuG","Juice WRLD,Brent Faiyaz",62,True,95266,0.502,0.309,-11.389,0.0601,0.268,0.279,0.127,0.18,169.522,1
4rWC4tiO4NCwRHdh6vyu6b,Big,4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,62,True,224063,0.768,0.641,-6.197,0.114,0.0628,0.0,0.0912,0.231,144.963,0
1Nj2oBISdFDSF8eDuXcALz,Start Again (feat. Logic),"5Pwc4xIPtQLFEnJriah9YJ,4xRYI6VqpkE3UwrDrAZL8L","OneRepublic,Logic",62,False,165626,0.564,0.722,-5.59,0.124,0.162,0.0,0.0931,0.276,99.083,1
3HTbI3yUJQw3fP0Po8qLcD,Verde,"1vyhD5VmyZ7KMfW5gqLgo5,51XrH5fQP2oIQynuKxSWcW","J Balvin,Sky Rompiendo",62,False,142546,0.828,0.738,-4.295,0.0516,0.0381,0.473,0.0917,0.818,94.995,1
2oHDJHNondITqbl8xZ9vPn,Bigger Than Life,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,62,True,192705,0.776,0.752,-4.711,0.193,0.325,0.0,0.33,0.716,140.013,0
7DHNcoR73yUYCSn6PqBgkH,10 F*CKS (with Mansa),"2jku7tDXc6XoB6MO2hFuqg,09OSlbN2DUUOG9cbRWdWuT","Tory Lanez,Mansa",62,True,169763,0.709,0.562,-10.326,0.116,0.048,0.0,0.207,0.265,88.027,1
3WRIaWsws011vHMd9uzPjG,First Off (feat. Travis Scott),"1RyvyyTE3xzB2ZywiAwp0i,0Y5tJX1MQlPlqiwlOH1tJY","Future,Travis Scott",62,True,228366,0.734,0.683,-6.105,0.0776,0.013,0.0,0.28,0.445,162.038,1
5fHrHoJKfCgBd35zwIBmUK,D4L,"1RyvyyTE3xzB2ZywiAwp0i,3TVXtAsR1Inumwj472S9r4,50co4Is1HCEo8bhOyUWKpn","Future,Drake,Young Thug",62,True,189176,0.718,0.706,-5.709,0.06,0.0128,0.0,0.352,0.815,170.004,1
3BY2mafsbsoKGqS380Xnuz,Te Quiero Pa´Mi,"33ScadVnbm2X8kkUqOkC6Z,21451j1KhjAiaYKflxBjr1","Don Omar,Zion & Lennox",62,False,212026,0.761,0.82,-4.003,0.0623,0.125,2.1e-05,0.183,0.619,88.997,1
2BcnxwxBuar5wjCaLqm5N3,Until I Bleed Out,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,62,True,190173,0.245,0.394,-9.887,0.0374,0.423,2.9e-05,0.093,0.148,115.233,0
6lU4BQWZomCWRfKSowfezE,Emotions,5pVRwX5ZQR7hfJ18w8ZYkl,Ufo361,62,False,146012,0.814,0.459,-10.859,0.282,0.351,0.0165,0.107,0.211,131.518,0
3ltYJpvukgAb9hLpCLoDOm,Nervous,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,62,False,164146,0.839,0.625,-6.761,0.0769,0.0415,0.0,0.125,0.748,121.982,0
3ZdDYeaZzeYnrP4crgXzPk,90-60-111,0JBdTCGs111JKKYfLqOEBa,Shirin David,62,True,141386,0.8,0.628,-6.615,0.285,0.103,0.0,0.391,0.745,143.979,0
2nY6MRHWpW0AGXMoGDJOjX,Réseaux,7CUFPNi1TU8RowpnFRSsZV,Niska,62,True,196453,0.795,0.667,-6.429,0.225,0.168,0.0,0.126,0.31,150.072,0
32lexhcz93AinKK0qLTZaZ,Ni Gucci Ni Prada,6SGvRyZuaSuWmP6IWUKpGf,Kenny Man,62,False,175200,0.799,0.676,-5.644,0.169,0.41,0.000777,0.325,0.91,104.956,0
5AzpZ5ADn1AFPxcEBd2Ugf,Don't Do Me Like That,4tX2TplrkIP4v05BNC903e,Tom Petty and the Heartbreakers,62,False,161786,0.758,0.805,-4.243,0.0279,0.211,1.53e-05,0.0982,0.961,116.543,0
3jq1RpStaB1YGyN3rRZGca,Sauce!,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,62,True,144724,0.68,0.313,-13.672,0.0347,0.582,0.0,0.19,0.405,135.034,0
6GCIYIWUBSLontW6divqsw,Stay Flo,2auiVi8sUZo17dLy1HwrTU,Solange,62,True,175706,0.823,0.558,-7.119,0.0278,0.397,2.03e-05,0.0821,0.674,155.974,0
2vQwlW8H1jFveGNXwZfJCV,Dead Inside (Interlude),15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,62,True,86826,0.461,0.0279,-21.992,0.0412,0.973,0.00226,0.169,0.354,88.388,0
5600nq7TiBraBX2jobyJ3l,"Swan Song - From the Motion Picture ""Alita: Battle Angel""",6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,62,False,182074,0.588,0.821,-6.54,0.216,0.00579,0.000275,0.208,0.509,188.098,0
0L87MffumRNWrY2SNUFcvs,Cocoon,1hzfo8twXdOegF3xireCYs,Milky Chance,62,False,255160,0.743,0.659,-6.755,0.0343,0.0998,0.00028,0.0622,0.804,114.033,0
7uDTc1eJwsD7iMZLhdp8LH,Who Needs Love,2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,62,True,173870,0.76,0.674,-7.043,0.129,0.0462,0.0,0.22,0.431,101.987,0
0Fv5N0cHBsl4bzCbollCAS,Moves,0c173mlxpT3dSFRgMO8XPh,Big Sean,62,True,142906,0.812,0.522,-5.287,0.257,0.0433,0.0,0.154,0.38,75.524,0
3goH7O78TLkV9RhCAyM4AT,Fame,1qQLhymHXFPtP5U8KNKsm6,Apache 207,62,False,173760,0.811,0.645,-8.008,0.104,0.184,0.0,0.103,0.474,129.967,0
0vQcyuMEfRBd21ojZ62N2L,Boys Will Be Boys,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,62,False,166266,0.768,0.486,-5.954,0.0353,0.408,0.0,0.098,0.519,125.021,0
7uiBocndm12aKbsdnQ3Scx,Undecided,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,62,True,185000,0.441,0.527,-5.318,0.0966,0.172,0.0,0.233,0.589,96.37,0
6A9wHAasMxed0firnDao1K,No Sucker (feat. Moneybagg Yo),"5f7VJjfbwm532GiveGC0ZK,3tJoFztHeIJkJWMrx0td2f","Lil Baby,Moneybagg Yo",62,True,188606,0.9,0.846,-4.884,0.224,0.025,0.0,0.204,0.851,129.966,1
4ehkZtzPTbjsRULRfQSWYu,Inside Friend (feat. John Mayer),"3qnGvpP8Yth1AqSBMqON5x,0hEurMDQu99nJRq8pTxO14","Leon Bridges,John Mayer",62,False,175432,0.693,0.259,-7.918,0.0372,0.448,0.000135,0.0995,0.361,88.972,1
2nMOodYNHBAQ3Kc1QNimZU,Cool,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,62,False,209583,0.469,0.785,-4.015,0.0664,0.133,1.55e-06,0.0931,0.79,89.719,0
39zWYYZStDgWi32sOU9AX4,Fear Inoculum,2yEwvVSSSUkcLeSTNyHKh8,TOOL,61,False,620101,0.31,0.584,-10.091,0.042,0.000827,0.512,0.0528,0.16,86.913,0
5qbcsZMwL0x46sX7VO37Ye,Up,7rkW85dBwwrJtlHRDkJDAC,NAV,61,True,199520,0.66,0.491,-6.645,0.101,0.0338,0.0,0.101,0.376,154.132,0
54l9GJGQ1UCFKe2tzt1Vxt,Only You (with Little Mix),"7DMveApC7UnC2NPfPvlHSU,3e7awlrlDSwF3iM0WBjGMp","Cheat Codes,Little Mix",61,False,189401,0.607,0.74,-4.793,0.172,0.0829,0.0,0.105,0.219,108.05,1
0jqBo5RYn008f4ZY8kPewW,Indica Badu,"4xRYI6VqpkE3UwrDrAZL8L,137W8MRPWKqSmrBGDBFSop","Logic,Wiz Khalifa",61,True,260320,0.742,0.72,-2.876,0.116,0.0402,0.000846,0.0839,0.97,77.011,1
5dQJKDx0x73seZbwSORa1T,Middle Of The Night,"7gAppWoH7pcYmphCVTXkzs,4ehtJnVumNf6xzSCDk8aLB","The Vamps,Martin Jensen",61,False,174600,0.604,0.746,-4.299,0.0529,0.00342,0.0,0.0666,0.406,130.048,1
2wDAD2hRCw8qanm6UjdLpx,Final Lullaby - Bonus Track,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,61,True,185688,0.604,0.26,-10.498,0.0373,0.841,9.33e-05,0.327,0.317,100.964,0
6A8dnC0xkiuWN4BshmTB2I,Oceans Away,7hOGhpa8RMSuDOWntGIAJt,A R I Z O N A,61,False,194013,0.617,0.642,-8.624,0.0334,0.13,0.157,0.0929,0.221,105.885,0
0wdV94AXGRphrbkDWLNzVC,Roaring 20s,20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,61,False,186600,0.271,0.948,-2.207,0.263,0.0467,0.0,0.163,0.515,83.19,0
5sdb5pMhcK44SSLsj1moUh,I Found You (with Calvin Harris),"5CiGnKThu5ctn9pBxv7DGa,7CajNmpbOovFoOoasH2HaY","benny blanco,Calvin Harris",61,False,191495,0.775,0.872,-4.194,0.0469,0.033,0.0579,0.298,0.379,122.994,1
1i7iLxK9oQSo2uPxyVldRf,At My Best (feat. Hailee Steinfeld),"6TIYQ3jFPwQSRmorSezPxX,5p7f24Rk5HkUZsaS3BLG5F","Machine Gun Kelly,Hailee Steinfeld",61,False,199973,0.53,0.778,-6.673,0.168,0.00249,0.000211,0.206,0.261,169.865,1
3OJ4LEE50iFELaHiZ09zif,Purple Emoji (feat. J. Cole),"7c0XG5cIJTrrAgEC3ULPiq,6l3HvQ5sa6mXTsMTB19rO5","Ty Dolla $ign,J. Cole",61,False,163754,0.707,0.543,-4.61,0.279,0.151,0.0,0.384,0.824,144.18,1
1hSOt9IeshMkuKP9ri4hOf,Bloom,3WGpXCj9YhhfX11TToZcXP,Troye Sivan,61,False,222096,0.708,0.701,-5.196,0.0328,0.031,0.0,0.392,0.504,120.932,0
0yFWdhx0rDU4zNddqvfu33,Red Desert,5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,61,False,229557,0.504,0.83,-4.474,0.121,0.0205,2.49e-06,0.0563,0.449,133.929,0
295SxdR1DqunCNwd0U767w,Blanka,3NH8t45zOTqzlZgBvZRjvB,PNL,61,True,254217,0.798,0.564,-5.98,0.047,0.23,1.83e-05,0.183,0.394,108.004,0
4zsiMjB0794HztyqUkD3Zi,Sogra - Ao Vivo,"4NUePmzDvCYqilXBFa91Hg,3p7PcrEHaaKLJnPUGOtRlT","Dilsinho,Henrique & Juliano",61,False,177067,0.52,0.74,-7.185,0.0703,0.555,0.0,0.951,0.778,138.097,1
46D0hYb1B7qiU33VtXt21W,Easy,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,61,False,194686,0.574,0.593,-5.731,0.0463,0.411,1.55e-06,0.0966,0.355,128.073,0
05mAIVLkIWc2d1UBYZBCp8,1999,"25uiPmTg16RbhZWAqwLBy5,3WGpXCj9YhhfX11TToZcXP","Charli XCX,Troye Sivan",61,False,189000,0.739,0.742,-4.586,0.0329,0.0227,1.39e-06,0.229,0.659,124.016,1
0pk1hxhJLBSZZ5RKBhcwOa,Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],"6M2wZ9GZgrQXHCFfjv46we,6tbjWDEIzxoDsBA1FuhfPW,2wIVse2owClT7go1WT98tk,4TvhRzxIL1le2PWCeUqxQw","Dua Lipa,Madonna,Missy Elliott,The Blessed Madonna",61,False,250280,0.808,0.655,-7.34,0.139,0.0373,0.0,0.208,0.56,116.029,1
