artist_id,name,genres,followers,popularity
5fMUXHkw8R8eOP2RNVYEZX,Diplo,"bmore,dance pop,edm,electro house,house,moombahton,ninja,pop,pop dance,tropical house",2420331,82
1U1el3k54VvEUzo3ybLPlM,Kali Uchis,"colombian pop,pop",2145433,82
2cPqdH7XMvwaBJEVjheH8g,Jay Wheeler,"latin,reggaeton,trap latino",1914412,82
3rWZHrfrsPBxVy692yAIxF,WILLOW,"afrofuturism,dance pop,electropop,pop,post-teen pop",1700304,82
0GM7qgcRCORpGnfcN2tCiB,Tainy,"latin,latin hip hop,latin pop,pop reggaeton,reggaeton,reggaeton flow,trap latino",578043,82
6EPlBSH2RSiettczlz7ihV,Sleepy Hallow,"brooklyn drill,nyc rap",525644,82
1yR65psqiazQpeM79CcGh8,Marília Mendonça,sertanejo,21104492,81
1elUiq4X7pxej6FRlrEzjM,Jorge & Mateus,"sertanejo,sertanejo universitario",15317676,81
60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,"dance pop,dutch edm,edm,pop,pop dance,progressive house,tropical house",15108353,81
6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,"dance pop,pop,viral pop",14060428,81
7oPftvlwr6VrsViSDV7fJY,Green Day,"permanent wave,punk",12614059,81
31TPClRtHm23RisEBtV3X7,Justin Timberlake,"dance pop,pop",11249541,81
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,modern rock,10945490,81
22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,"british invasion,classic rock,rock",10831620,81
23zg3TcAtWQy7J6upgbUnj,Usher,"atl hip hop,dance pop,pop,r&b,south carolina hip hop,urban contemporary",9075905,81
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,"emo,modern rock,rock",9068788,81
4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,"electro,filter house",8261677,81
0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,"colombian pop,latin,reggaeton,reggaeton colombiano,trap latino",8241855,81
0jnsk9HBra6NMjO2oANoPY,Flo Rida,"dance pop,miami hip hop,pop,pop rap",8241241,81
5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,"boy band,dance pop,electropop,pop,post-teen pop",7898452,81
3AA28KZvwAUcZuOKwyblJQ,Gorillaz,alternative hip hop,7598901,81
540vIaP2JwjQb9dm3aArA4,DJ Snake,"dance pop,edm,electronic trap,pop,pop dance,pop rap",7465553,81
46SHBwWsqBkxI7EeeBEQG7,Kodak Black,"florida rap,hip hop,melodic rap,miami hip hop,rap,southern hip hop,trap",7357668,81
64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,"dance pop,pop,post-teen pop",6703827,81
1GDbiv3spRmZ1XdM1jQbT7,Natti Natasha,"latin,latin pop,rap latina,reggaeton,trap latino",6631204,81
7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,"boy band,dance pop,pop,post-teen pop",5600977,81
4xRYI6VqpkE3UwrDrAZL8L,Logic,"conscious hip hop,dmv rap,hip hop,pop rap,rap",5508836,81
0hEurMDQu99nJRq8pTxO14,John Mayer,"neo mellow,pop rock,singer-songwriter",5254543,81
0VRj0yCOv2FXJNP47XQnx5,Quavo,"atl hip hop,hip hop,melodic rap,pop rap,rap,southern hip hop,trap",5229918,81
5JZ7CnR6gTvEMKX4g70Amv,Lauv,"dance pop,electropop,pop",4566571,81
3IW7ScrzXmPvZhB27hmfgy,Jul,"francoton,rap marseille",4378943,81
0KPX4Ucy9dk82uj4GpKesn,Dalex,"latin,r&b en espanol,reggaeton,trap latino",3702678,81
7vXDAI8JwjW531ouMGbfcp,TINI,"latin pop,pop argentino",3184464,81
0z4gvV4rjIZ9wHck67ucSV,Akon,dance pop,2876626,81
3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,"dance pop,deep euro house,deep house,edm,german dance,pop,pop dance,tropical house",2819042,81
0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,"hip hop,pop rap,rap,southern hip hop,trap",2664572,81
25uiPmTg16RbhZWAqwLBy5,Charli XCX,"art pop,candy pop,dance pop,electropop,hyperpop,metropopolis,pop,post-teen pop,uk pop",2433369,81
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,"atl hip hop,hip hop,pop rap,rap,southern hip hop,trap",2131591,81
3jK9MiCrA42lLAdMGUZpwa,Anderson .Paak,escape room,1959692,81
45dkTj5sMRSjrmBSBeiHym,Tate McRae,"alt z,dance pop,pop,post-teen pop",1809018,81
6fWVd57NKTalqvmjRd2t8Z,24kGoldn,cali rap,1383086,81
6cK3NBO6uP7hh0oyuVELFl,Saweetie,"cali rap,dance pop,pop,trap queen",1326878,81
1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,"melodic rap,trap",1292361,81
6DgP9otnZw5z6daOntINxp,Joel Corry,"dance pop,pop,pop dance,tropical house,uk dance",220545,81
0Q8NcsJwoCbZOHHW63su5S,Mora,"reggaeton,trap latino",179353,81
5ZsFI1h6hIdQRw2ti0hz81,ZAYN,"dance pop,pop,post-teen pop,uk pop",17330989,80
63yrD80RY3RNEM2YDpUpO8,Melanie Martinez,"alt z,electropop,pop",11391273,80
1ZwdS5xdxEREPySFridCfh,2Pac,"g funk,gangster rap,hip hop,rap,west coast rap",11292317,80
7FNnA9vBm6EKceENgCGRMb,Anitta,"funk carioca,funk pop,pagode baiano,pop nacional",10831794,80
7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,"dance pop,latin,latin pop,mexican pop,pop",10407643,80
0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,"dance pop,edm,electropop,indietronica,metropopolis,pop,uk pop",9974680,80
3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,"hip pop,neo soul,pop,r&b,urban contemporary",8994573,80
1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,"dance pop,pop,post-teen pop",7773847,80
6icQOAFXDZKsumw3YXyusw,Lil Yachty,"atl hip hop,hip hop,melodic rap,rap,southern hip hop,trap,viral rap",7488317,80
17lzZA2AlOHwCwFALHttmp,2 Chainz,"atl hip hop,gangster rap,hip hop,pop rap,rap,southern hip hop,trap",6618760,80
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,"hip hop,miami hip hop,pop,pop rap,rap,southern hip hop,trap",6442397,80
3WGpXCj9YhhfX11TToZcXP,Troye Sivan,"australian pop,dance pop,electropop,pop,viral pop",6021449,80
6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,"g funk,gangster rap,hip hop,rap,west coast rap",5951664,80
5y2Xq6xcjJb2jVM54GHK3t,John Legend,"neo soul,pop,pop soul,r&b,urban contemporary",5915102,80
1anyVhU62p31KFi8MEzkbf,Chance the Rapper,"chicago rap,conscious hip hop,hip hop,pop rap,rap",5422085,80
0eHQ9o50hj6ZDNBt6Ys1sD,Yandel,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino",5300834,80
5INjqkS1o8h1imAzPqGZBb,Tame Impala,"australian psych,neo-psychedelic",5158828,80
0cGUm45nv7Z6M6qdXYQGTX,Kehlani,"dance pop,pop,r&b",5082468,80
6Te49r3A6f5BiIgBRxH7FH,Ninho,"french hip hop,pop urbaine",4976604,80
5ZS223C6JyBfXasXxrRqOk,Jhené Aiko,"alternative r&b,dance pop,pop,pop rap,r&b,urban contemporary",4861611,80
7ltDVBr6mKbRvohxheJ9h1,ROSALÍA,r&b en espanol,4839499,80
1wZtkThiXbVNtj6hee6dz9,Wisin & Yandel,"electro latino,latin,latin hip hop,reggaeton,trap latino",4722904,80
5C4PDR4LnhZTbVnKWXuDKD,Morat,"colombian pop,latin,latin pop",4680117,80
0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,"k-pop,k-pop boy group",4614068,80
2rhFzFmezpnW82MNqEKVry,Ski Mask The Slump God,"miami hip hop,rap,underground hip hop",4496975,80
3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,"contemporary country,country,country pop,country road,modern country rock",4494172,80
1z7b1Pr1rSlvWRzsW3HOrS,Russ,"hawaiian hip hop,rap",4118360,80
4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,"bedroom pop,electropop,indie pop,pop",4081304,80
0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,"alt z,dance pop,electropop,pop,post-teen pop",4049266,80
1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,"melodic metalcore,metalcore,rock,uk metalcore",4028954,80
49tQo2QULno7gxHutgccqF,LANY,"la pop,pop",4027614,80
13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,"atl hip hop,dirty south rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap",3992608,80
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,pop rap,3673193,80
3aQeKQSyrW4qWr35idm0cy,T-Pain,"dance pop,hip hop,pop,pop rap,r&b,rap,southern hip hop,urban contemporary",3449906,80
4IVAbR2w4JJNJDDRFP3E83,6LACK,"alternative r&b,atl hip hop,hip hop,melodic rap,r&b,rap,trap",3147507,80
3l0CmX0FuQjFxr8SK7Vqag,Clairo,"bedroom pop,indie pop,pop",2832982,80
3tJoFztHeIJkJWMrx0td2f,Moneybagg Yo,"hip hop,memphis hip hop,rap,southern hip hop,tennessee hip hop,trap",2366832,80
1TtXnWcUs0FCkaZDPGYHdf,Darell,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino",2329908,80
2oQX8QiMXOyuqbcZEFsZfm,El Alfa,"dembow,latin,rap dominicano,reggaeton,trap latino",1856527,80
3tlXnStJ1fFhdScmQeLpuG,Brent Faiyaz,"dmv rap,pop,r&b,rap",1820610,80
