artist_id,name,genres,followers,popularity,danceability,energy,tempo,valence,loudness,speechiness,liveness,acousticness,instrumentalness
0e86yPdC41PGRkLp2Q1Bph,Mother Mother,vancouver indie,2252334,77,0.53,0.92,95.98,0.49,-2.67,0.07,0.42,0.0,0.0
1nzgtKYFckznkcVMR3Gg4z,KSI,uk hip hop,2111799,77,0.68,0.64,134.6,0.5,-5.9,0.15,0.18,0.14,0.0
6s22t5Y3prQHyaHWUN1R1C,AJR,modern rock,1970976,77,0.66,0.63,108.5,0.73,-4.73,0.04,0.13,0.21,0.0
6nS5roXSAGhTGr34W6n7Et,Disclosure,"house,pop,uk dance",1960108,77,0.82,0.56,127.8,0.46,-8.36,0.1,0.14,0.08,0.0
2UZIAOlrnyZmyzt1nuXr9y,Nicki Nicole,"argentine hip hop,r&b argentino,trap argentino,trap latino",1876573,77,0.75,0.57,83.49,0.37,-5.47,0.06,0.13,0.29,0.0
7eLcDZDYHXZCebtQmVFL25,Aitana,"latin pop,latin talent show,spanish pop",1630994,77,0.54,0.67,131.01,0.37,-4.07,0.1,0.07,0.45,0.0
6QtgPSJPSzcnn7dPZ4VINp,King Von,chicago rap,1293081,77,0.83,0.61,146.57,0.48,-7.7,0.31,0.12,0.04,0.0
64aJYyrXljOodnUG6jvhRD,DJ Luian,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino",1155938,77,0.81,0.63,126.0,0.51,-6.17,0.09,0.18,0.36,0.0
45eNHdiiabvmbp4erw26rg,ILLENIUM,"edm,melodic dubstep,pop,pop dance,tropical house",1155818,77,0.52,0.67,128.73,0.31,-5.89,0.04,0.14,0.18,0.0
3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,"dance pop,neo soul,pop",929878,77,0.59,0.67,108.65,0.41,-6.31,0.06,0.27,0.02,0.0
0YinUQ50QDB7ZxSCLyQ40k,Mustard,"cali rap,hip hop,pop rap,rap,southern hip hop,trap",898530,77,0.82,0.52,117.99,0.27,-7.1,0.14,0.2,0.21,0.0
1r1uxoy19fzMxunt3ONAkG,Phoebe Bridgers,"indie pop,indie rock,la indie,pop",845759,77,0.6,0.6,141.53,0.17,-7.86,0.04,0.16,0.15,0.0
2ydZrTy8U3kOMOzx20s3dg,DJ Nelson,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino",786767,77,0.84,0.68,90.01,0.68,-4.8,0.14,0.11,0.27,0.0
20gsENnposVs2I4rQ5kvrf,Sam Feldt,"dance pop,edm,electro house,pop,pop dance,pop edm,tropical house",652151,77,0.59,0.64,107.36,0.65,-3.87,0.12,0.1,0.08,0.0
6WY7D3jk8zTrHtmkqqo5GI,Maren Morris,"contemporary country,country,texas country",603055,77,0.67,0.66,95.75,0.45,-5.26,0.04,0.17,0.12,0.0
7okSU80WTrn4LXlyXYbX3P,Clinton Kane,"alt z,pop",532289,77,0.57,0.74,120.08,0.36,-5.46,0.06,0.18,0.21,0.0
5KKpBU5eC2tJDzf0wmlRp2,RAYE,"dance pop,edm,house,pop,pop dance,tropical house,uk contemporary r&b,uk dance,uk pop",438964,77,0.73,0.75,132.0,0.61,-5.17,0.09,0.15,0.11,0.01
7b79bQFziJFedJb75k6hFt,Tion Wayne,london rap,375721,77,0.57,0.52,100.45,0.7,-8.05,0.24,0.13,0.0,0.0
2T1aUibqR2QC2sINIDQOAK,Mambo Kingz,reggaeton flow,159833,77,0.81,0.63,126.0,0.51,-6.17,0.09,0.18,0.36,0.0
09agIJMxCD2k87ys9Al0f0,VIZE,"dance pop,edm,german dance,pop dance,slap house,tropical house",148210,77,0.76,0.88,127.98,0.63,-4.03,0.08,0.12,0.19,0.0
0n6sKrG0xKAf8xmdqeNGke,Los Legendarios,"reggaeton,trap latino",48122,77,0.82,0.82,100.0,0.79,-3.4,0.17,0.14,0.31,0.0
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,"dance pop,neo mellow,pop,pop rock,post-teen pop,talent show",8042210,76,0.56,0.73,142.19,0.55,-5.94,0.07,0.18,0.15,0.0
3AQRLZ9PuTAozP28Skbq8V,The Script,"celtic rock,dance pop,neo mellow,pop,pop rock,post-teen pop",6864989,76,0.68,0.59,93.0,0.64,-7.64,0.11,0.37,0.23,0.0
7gZfnEnfiaHzxARJ2LeXrf,6ix9ine,"emo rap,rap",6546941,76,0.75,0.7,119.37,0.51,-5.68,0.2,0.18,0.09,0.0
4phGZZrJZRo4ElhRtViYdl,Jason Mraz,"acoustic pop,neo mellow,pop,pop rock",6267362,76,0.69,0.46,150.95,0.72,-8.32,0.05,0.1,0.6,0.0
1z4g3DjTBBZKhvAroFlhOM,Red Velvet,"k-pop,k-pop girl group",5987771,76,0.69,0.7,144.99,0.61,-3.0,0.05,0.07,0.19,0.0
1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,"baroque pop,pop,uk alternative pop",5672004,76,0.53,0.45,100.66,0.27,-7.96,0.04,0.13,0.59,0.0
3qvcCP2J0fWi0m0uQDUf6r,Luan Santana,"sertanejo,sertanejo pop,sertanejo universitario",5572707,76,0.65,0.79,128.12,0.53,-4.77,0.04,0.53,0.3,0.0
3HqSLMAZ3g3d5poNaI7GOU,IU,k-pop,5476220,76,0.68,0.87,120.03,0.59,-1.57,0.04,0.13,0.12,0.0
4S9EykWXhStSc15wEx8QFK,Céline Dion,"canadian pop,dance pop",5296152,76,0.35,0.6,172.08,0.17,-5.26,0.03,0.31,0.48,0.0
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,"dance pop,hip pop,pop,post-teen pop,urban contemporary",4916059,76,0.52,0.88,185.97,0.92,-4.29,0.06,0.12,0.01,0.0
1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,"adult standards,canadian pop,jazz pop,lounge",4763113,76,0.52,0.42,105.87,0.48,-8.95,0.04,0.14,0.62,0.0
7d3WFRME3vBY2cgoP38RDo,Lil Skies,"melodic rap,rap,trap",4743214,76,0.74,0.66,126.37,0.44,-6.38,0.12,0.17,0.23,0.0
4vhNDa5ycK0ST968ek7kRr,Carlos Vives,"champeta,colombian pop,latin,latin pop,tropical,vallenato",4642843,76,0.74,0.91,137.52,0.8,-3.59,0.09,0.34,0.14,0.0
4WZGDpNwrC0vNQyl9QzF7d,Capital Bra,german hip hop,4134453,76,0.68,0.69,120.99,0.52,-5.46,0.29,0.14,0.33,0.0
5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,"boy band,dance pop",4092354,76,0.56,0.57,144.06,0.5,-9.36,0.02,0.05,0.28,0.0
6LnJKrtFnTEGdbWQ2riWCL,Ezhel,"turkish hip hop,turkish trap",4029717,76,0.8,0.6,145.26,0.53,-5.93,0.1,0.16,0.2,0.03
0SfsnGyD8FpIN4U4WCkBZ5,Armin van Buuren,"dutch trance,edm,pop dance,progressive house,trance",3951183,76,0.38,0.96,103.41,0.16,-3.91,0.07,0.29,0.01,0.0
6w3SkAHYPsQ1bxV7VDlG5y,Cazzu,"argentine hip hop,latin,latin pop,rap latina,reggaeton,trap argentino,trap latino",3877943,76,0.66,0.61,121.03,0.54,-6.3,0.14,0.11,0.42,0.0
4EzkuveR9pLvDVFNx6foYD,James Bay,"modern rock,neo mellow,pop,pop rock",3464525,76,0.54,0.51,123.35,0.3,-7.19,0.04,0.11,0.42,0.0
67nwj3Y5sZQLl72VNUHEYE,Wale,"dance pop,gangster rap,hip hop,pop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary",3285042,76,0.76,0.72,100.11,0.6,-6.7,0.15,0.49,0.33,0.0
2UwqpfQtNuhBwviIC0f2ie,Damso,"belgian hip hop,french hip hop,pop urbaine,rap belge,rap conscient",3175378,76,0.74,0.61,136.35,0.41,-7.74,0.17,0.14,0.2,0.05
5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,"hip hop,pop rap,rap,southern hip hop,trap,underground hip hop",3099261,76,0.79,0.77,167.65,0.33,-4.52,0.25,0.16,0.04,0.0
5gCRApTajqwbnHHPbr2Fpi,Juicy J,"crunk,dirty south rap,gangster rap,hip hop,memphis hip hop,pop rap,rap,southern hip hop,trap",2639071,76,0.72,0.73,151.04,0.56,-5.38,0.21,0.27,0.16,0.0
4ScCswdRlyA23odg9thgIO,Jess Glynne,"australian pop,dance pop,pop,pop dance,post-teen pop,tropical house,uk pop",2593050,76,0.71,0.72,110.12,0.49,-4.53,0.06,0.13,0.2,0.0
2SrSdSvpminqmStGELCSNd,Stormzy,"grime,uk hip hop",2356775,76,0.7,0.76,137.03,0.52,-4.78,0.23,0.2,0.13,0.0
1CoZyIx7UvdxT5c8UkMzHd,Jorja Smith,"pop,r&b,uk contemporary r&b",2349317,76,0.71,0.68,123.28,0.6,-7.2,0.14,0.13,0.18,0.13
2DspEsT7UXGKd2VaaedgG4,Alex Rose,"latin,reggaeton,reggaeton flow,trap latino",2297637,76,0.69,0.56,92.02,0.55,-5.69,0.09,0.09,0.21,0.0
7DMveApC7UnC2NPfPvlHSU,Cheat Codes,"dance pop,edm,electro house,electropop,pop,pop dance,pop edm,tropical house",1948858,76,0.61,0.76,123.39,0.43,-4.8,0.09,0.12,0.08,0.03
6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD,"british indie rock,modern rock,pop,rock",1882635,76,0.53,0.85,138.35,0.39,-3.71,0.11,0.28,0.01,0.0
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,"pop rap,seattle hip hop",1778044,76,0.75,0.66,120.0,0.36,-5.84,0.06,0.12,0.15,0.0
1G9G7WwrXka3Z1r7aIDjI7,Outkast,"atl hip hop,dirty south rap,hip hop,rap,southern hip hop",1766458,76,0.73,0.97,79.53,0.96,-2.26,0.07,0.17,0.1,0.0
6W5uA6CNMf3hd2j4a2XWCx,Naps,"francoton,french hip hop,pop urbaine,rap marseille",1428431,76,0.9,0.94,142.95,0.8,-2.76,0.27,0.06,0.12,0.0
3PyJHH2wyfQK3WZrk9rpmP,Ashnikko,"alt z,electropop,escape room,pop",1375183,76,0.83,0.66,121.88,0.77,-6.14,0.13,0.37,0.24,0.0
1IueXOQyABrMOprrzwQJWN,Sigala,"dance pop,edm,pop,pop dance,tropical house",1333822,76,0.72,0.87,121.68,0.72,-3.01,0.06,0.12,0.05,0.0
54R6Y0I7jGUCveDTtI21nb,Boney M.,europop,1131255,76,0.78,0.72,112.54,0.92,-8.72,0.04,0.2,0.28,0.0
2p1fiYHYiXz9qi0JJyxBzN,Skepta,"birmingham grime,grime,instrumental grime,rap",966711,76,0.78,0.57,117.29,0.25,-7.22,0.11,0.19,0.23,0.03
6bmlMHgSheBauioMgKv2tn,Powfu,sad rap,958953,76,0.73,0.43,144.03,0.35,-8.76,0.14,0.7,0.73,0.0
5CiGnKThu5ctn9pBxv7DGa,benny blanco,"electropop,pop,pop rap",826084,76,0.63,0.56,111.39,0.45,-6.42,0.16,0.17,0.41,0.01
2LmcxBak1alK1bf7d1beTr,Juhn,"latin,reggaeton,reggaeton flow,trap latino",811159,76,0.71,0.61,159.99,0.37,-5.66,0.15,0.09,0.23,0.0
0H39MdGGX6dbnnQPt6NQkZ,SAINt JHN,"melodic rap,pop rap,rap,slap house,trap",762483,76,0.63,0.64,119.88,0.68,-6.27,0.13,0.24,0.09,0.0
4ETSs924pXMzjIeD6E9b4u,Surfaces,"bedroom soul,pop",755164,76,0.72,0.53,142.86,0.68,-6.48,0.07,0.07,0.37,0.0
5JMLG56F1X5mFmWNmS0iAp,Chelsea Cutler,"alt z,electropop,pop,tropical house",500973,76,0.62,0.66,105.0,0.41,-8.14,0.04,0.32,0.03,0.0
1Ts9of7VPZElwPQnqnDSfW,Lyanno,"latin,reggaeton,reggaeton flow,trap boricua,trap latino",454271,76,0.64,0.61,124.0,0.65,-5.36,0.1,0.21,0.17,0.0
45gHcnDnMC15sgx3VL7ROG,42 Dugg,"detroit trap,rap,southern hip hop,trap",432244,76,0.87,0.53,129.08,0.37,-5.66,0.34,0.1,0.26,0.0
4ofCBoyEiGSePFAG500xev,Regard,"dance pop,edm,pop,pop dance,pop edm,slap house,tropical house",158098,76,0.86,0.76,118.45,0.83,-4.82,0.06,0.15,0.11,0.0
37230BxxYs9ksS7OkZw3IU,Chencho Corleone,reggaeton flow,155922,76,0.74,0.74,160.64,0.77,-4.62,0.17,0.18,0.28,0.0
7i9j813KFoSBMldGqlh2Z1,Riton,"dance pop,edm,house,pop dance,tropical house,uk dance",88778,76,0.74,0.83,124.05,0.52,-4.71,0.04,0.09,0.01,0.0
2nm38smINjms1LtczR0Cei,Goodboys,uk dance,29506,76,0.64,0.64,124.01,0.58,-7.73,0.04,0.11,0.08,0.0
5Wg2b4Mp42gicxEeDNawf7,A7S,scandipop,26856,76,0.79,0.72,122.03,0.66,-5.65,0.22,0.13,0.22,0.0
3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,"modern folk rock,modern rock,pop rock,stomp and holler,uk americana",6153487,75,0.5,0.73,146.01,0.31,-7.94,0.04,0.1,0.03,0.08
5yG7ZAZafVaAlMTeBybKAL,Iggy Azalea,"australian hip hop,dance pop,hip pop,pop,pop rap,post-teen pop",5701178,75,0.9,0.69,107.97,0.53,-5.78,0.16,0.25,0.01,0.0
1mX1TWKpNxDSAH16LgDfiR,Jesse & Joy,"latin,latin arena pop,latin pop,mexican pop,pop",5227775,75,0.7,0.84,101.99,0.62,-3.55,0.09,0.12,0.01,0.0
1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,"dance pop,girl group,hip pop,pop,r&b,urban contemporary",5130101,75,0.69,0.84,99.79,0.64,-1.18,0.19,0.06,0.05,0.0
3RtNN1VnooWEn3KQk03DUL,Noriel,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino",4999436,75,0.75,0.62,105.67,0.37,-5.54,0.17,0.08,0.12,0.0
3Fl1V19tmjt57oBdxXKAjJ,Blueface,"cali rap,trap",4490569,75,0.84,0.54,110.35,0.58,-7.47,0.26,0.16,0.08,0.0
0u2FHSq3ln94y5Q57xazwf,Keith Urban,"australian country,australian pop,contemporary country,country,country road",4361816,75,0.7,0.54,82.96,0.59,-6.5,0.07,0.57,0.25,0.0
3NH8t45zOTqzlZgBvZRjvB,PNL,"french hip hop,pop urbaine",4339391,75,0.73,0.58,113.79,0.34,-7.86,0.1,0.11,0.38,0.0
3koiLjNrgRTNbOwViDipeA,Marvin Gaye,"classic soul,funk,indie r&b,motown,northern soul,quiet storm,soul",4256676,75,0.66,0.6,129.99,0.8,-10.87,0.03,0.18,0.43,0.0
4mN0qcMxWX8oToqfDPM5yV,José José,"bolero,cancion melodica,latin pop",4133226,75,0.38,0.61,109.31,0.52,-6.24,0.04,0.18,0.77,0.0
0rvjqX7ttXeg3mTy8Xscbt,Journey,"album rock,classic rock,hard rock,mellow gold,rock,soft rock",3847071,75,0.5,0.75,118.85,0.51,-9.07,0.04,0.45,0.13,0.0
3FUY2gzHeIiaesXtOAdB7A,Train,"dance pop,neo mellow,pop,pop rock",3812716,75,0.46,0.83,81.53,0.57,-2.19,0.07,0.34,0.0,0.0
7gP3bB2nilZXLfPHJhMdvc,Foster The People,"indietronica,modern alternative rock,modern rock,pop rock,rock",3270411,75,0.73,0.71,127.98,0.96,-5.85,0.03,0.1,0.14,0.12
5DUlefCLzVRzNWaNURTFpK,Cali Y El Dandee,"champeta,colombian pop,electro latino,latin,latin pop,reggaeton,reggaeton colombiano,trap latino",3231957,75,0.73,0.81,113.0,0.76,-3.41,0.05,0.32,0.06,0.0
73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,"belgian dance,belgian edm,big room,dance pop,edm,electro house,pop dance,progressive electro house,tropical house",3108326,75,0.72,0.86,93.04,0.72,-2.7,0.06,0.29,0.16,0.0
7IlRNXHjoOCgEAWN5qYksg,Aya Nakamura,"basshall,francoton",3093092,75,0.8,0.66,95.51,0.58,-6.62,0.22,0.11,0.22,0.0
5SulO4l40qDuV9zUGLZx7n,Capo Plaza,"italian hip hop,trap italiana",3013007,75,0.72,0.6,134.38,0.29,-7.08,0.14,0.15,0.16,0.0
15iVAtD3s3FsQR4w1v6M0P,Chief Keef,"chicago bop,chicago drill,chicago rap,drill,hip hop,pop rap,rap,southern hip hop,trap,underground hip hop",2923672,75,0.73,0.57,75.49,0.32,-6.72,0.32,0.38,0.01,0.0
1hcdI2N1023RvSwLzTtdsp,Natalia Lafourcade,"latin,latin alternative,latin pop,mexican pop,rock en espanol,veracruz indie",2851734,75,0.79,0.52,94.0,0.78,-5.42,0.04,0.09,0.4,0.0
1pPmIToKXyGdsCF6LmqLmI,Rich The Kid,"atl hip hop,hip hop,melodic rap,plugg,pop rap,rap,southern hip hop,trap",2683671,75,0.84,0.6,119.36,0.46,-6.94,0.28,0.16,0.08,0.0
5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,"pop rap,seattle hip hop",2562079,75,0.64,0.92,146.08,0.85,-4.46,0.08,0.09,0.03,0.0
3NPpFNZtSTHheNBaWC82rB,X Ambassadors,"modern alternative rock,modern rock,pop,pop rap,pop rock,rock,stomp pop",2531520,75,0.52,0.76,123.83,0.39,-4.89,0.23,0.24,0.13,0.0
1pgDilWYDWLoOgGjf1iHNu,Zion,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino",2506001,75,0.74,0.76,133.37,0.73,-3.36,0.13,0.25,0.19,0.0
2P5sC9cVZDToPxyomzF1UH,Joey Bada$$,"conscious hip hop,hip hop,rap,underground hip hop",2316763,75,0.64,0.69,137.85,0.54,-5.64,0.27,0.18,0.2,0.0
2kucQ9jQwuD8jWdtR9Ef38,Sam Hunt,"contemporary country,country pop",2133519,75,0.73,0.46,98.94,0.66,-7.22,0.03,0.14,0.45,0.0
0NIPkIjTV8mB795yEIiPYL,Wallows,"indie pop,modern rock,pop",2032211,75,0.68,0.68,120.02,0.64,-6.44,0.03,0.27,0.16,0.0
7yntSJ6uojO3z6GFUVwhAW,CORPSE,"dream smp,viral rap",1900850,75,0.61,0.94,84.98,0.39,-7.44,0.12,0.1,0.0,0.0
4LXBc13z5EWsc5N32bLxfH,Nekfeu,"french hip hop,pop urbaine,rap conscient",1882603,75,0.72,0.52,117.23,0.36,-8.47,0.28,0.19,0.45,0.0
25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,"danish pop,pop,scandipop",1861267,75,0.72,0.54,119.7,0.44,-5.5,0.07,0.18,0.23,0.0
1WgXqy2Dd70QQOU7Ay074N,AURORA,"art pop,norwegian pop",1852569,75,0.32,0.4,145.1,0.27,-8.53,0.04,0.14,0.85,0.0
4rTv3Ejc7hKMtmoBOK1B4T,Ali Gatie,"canadian hip hop,pop",1783863,75,0.67,0.41,90.3,0.31,-9.06,0.07,0.12,0.5,0.0
3QSQFmccmX81fWCUSPTS7y,Dean Lewis,"australian pop,pop,pop rock",1741400,75,0.61,0.67,116.87,0.52,-5.84,0.03,0.19,0.56,0.0
1qQLhymHXFPtP5U8KNKsm6,Apache 207,german hip hop,1731356,75,0.8,0.63,134.86,0.46,-7.31,0.16,0.13,0.26,0.06
5pVRwX5ZQR7hfJ18w8ZYkl,Ufo361,"german cloud rap,german hip hop",1721392,75,0.75,0.62,127.57,0.36,-7.62,0.18,0.2,0.18,0.01
0xOeVMOz2fVg5BJY3N6akT,Jaden,"hip hop,pop,rap",1639576,75,0.66,0.62,128.26,0.45,-8.13,0.2,0.31,0.29,0.0
5EvFsr3kj42KNv97ZEnqij,Shaggy,"pop rap,reggae fusion",1604107,75,0.8,0.77,93.96,0.8,-4.5,0.1,0.39,0.04,0.0
1fux65HMCBvfJHqlBc4Nno,Casper Magico,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino",1476779,75,0.9,0.68,96.51,0.44,-3.44,0.21,0.06,0.54,0.0
1fctva4kpRbg2k3v7kwRuS,Rvssian,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino",1465370,75,0.72,0.72,141.21,0.44,-4.81,0.1,0.15,0.14,0.0
1MIVXf74SZHmTIp4V4paH4,Mabel,"dance pop,edm,pop,pop dance,post-teen pop,tropical house,uk pop",1428107,75,0.71,0.78,129.42,0.66,-3.41,0.11,0.16,0.34,0.0
2kXKa3aAFngGz2P4GjG5w2,SCH,"french hip hop,pop urbaine,rap francais,rap marseille",1349700,75,0.85,0.83,144.65,0.67,-3.94,0.25,0.08,0.11,0.0
3qnGvpP8Yth1AqSBMqON5x,Leon Bridges,modern blues,1299841,75,0.69,0.26,88.97,0.36,-7.92,0.04,0.1,0.45,0.0
5QdEbQJ3ylBnc3gsIASAT5,G Herbo,"chicago drill,chicago rap,drill,rap,southern hip hop,trap",1290267,75,0.88,0.81,119.01,0.8,-3.16,0.18,0.21,0.03,0.0
6h1s4i4XKIYv4ErDelLDN0,Samra,german hip hop,1067996,75,0.66,0.71,121.66,0.47,-5.18,0.35,0.14,0.29,0.0
1W7FNibLa0O0b572tB2w7t,Pink Sweat$,"bedroom soul,pop",1027539,75,0.81,0.42,91.92,0.67,-5.93,0.03,0.13,0.78,0.0
7gXb99Sf9nNmpNYeAgIQFG,Sub Urban,modern indie pop,1001843,75,0.53,0.59,78.62,0.63,-1.86,0.32,0.18,0.26,0.0
4xnihxcoXWK3UqryOSnbw5,Sasha Alex Sloan,"alt z,electropop,pop",958681,75,0.61,0.65,122.98,0.35,-6.97,0.06,0.1,0.14,0.0
55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,"alt z,dance pop,pop,post-teen pop",909197,75,0.66,0.55,108.27,0.41,-5.83,0.05,0.2,0.45,0.0
2ZRQcIgzPCVaT9XKhXZIzh,Gryffin,"dance pop,edm,electro house,pop,pop dance,tropical house",742574,75,0.58,0.72,138.32,0.47,-4.3,0.05,0.14,0.12,0.0
0BqURncJM5B1BBu7UM51eq,Guaynaa,"latin,reggaeton,reggaeton flow,trap latino",666156,75,0.8,0.83,96.03,0.85,-2.96,0.18,0.36,0.14,0.0
3ApUX1o6oSz321MMECyIYd,Quinn XCII,"electropop,indie pop rap,pop,pop rap",663266,75,0.73,0.86,145.03,0.77,-2.2,0.09,0.32,0.08,0.0
14CHVeJGrR5xgUGQFV5BVM,Fivio Foreign,"brooklyn drill,new york drill,rap,trap",636473,75,0.55,0.67,99.67,0.52,-4.74,0.36,0.13,0.23,0.0
4AKwRarlmsUlLjIwt38NLw,Ofenbach,"dance pop,edm,electro house,new french touch,pop,pop dance,tropical house",442615,75,0.8,0.76,124.32,0.66,-5.92,0.1,0.08,0.08,0.0
2gsggkzM5R49q6jpPvazou,Jessie J,"dance pop,pop,pop rap,post-teen pop",9075283,74,0.63,0.68,140.68,0.68,-3.18,0.07,0.49,0.61,0.0
3cjEqqelV9zb4BYE3qDQ4O,EXO,"k-pop,k-pop boy group",8410420,74,0.72,0.81,130.63,0.65,-4.21,0.07,0.12,0.09,0.0
0eecdvMrqBftK0M1VKhaF4,CNCO,"boy band,latin,latin pop,reggaeton",8131628,74,0.72,0.82,92.2,0.58,-4.1,0.08,0.2,0.17,0.0
5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,"dance pop,pop,post-teen pop",7063900,74,0.62,0.69,115.11,0.49,-6.19,0.09,0.12,0.14,0.0
7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,"hip hop,melodic rap,mississippi hip hop,pop rap,rap,southern hip hop,trap",6558030,74,0.79,0.63,136.88,0.24,-5.96,0.08,0.18,0.08,0.0
2iojnBLj0qIMiKPvVhLnsH,Trey Songz,"dance pop,hip pop,pop,pop r&b,r&b,southern hip hop,trap,urban contemporary",6118317,74,0.82,0.5,73.0,0.52,-7.38,0.15,0.11,0.03,0.0
1UTPBmNbXNTittyMJrNkvw,Blake Shelton,"contemporary country,country,country road,oklahoma country",6029848,74,0.52,0.88,185.97,0.92,-4.29,0.06,0.12,0.01,0.0
7gAppWoH7pcYmphCVTXkzs,The Vamps,"boy band,dance pop,pop,post-teen pop",4727082,74,0.57,0.78,137.53,0.43,-4.7,0.04,0.19,0.0,0.0
2cnMpRsOVqtPMfq7YiFE6K,Van Halen,"album rock,classic rock,hard rock,metal,rock",4239429,74,0.48,0.88,121.26,0.56,-6.3,0.07,0.2,0.14,0.14
3CDoRporvSjdzTrm99a3gi,LUDMILLA,"funk carioca,funk pop,pagode baiano,pop nacional",4206802,74,0.86,0.79,139.02,0.76,-4.75,0.18,0.08,0.28,0.0
6ZLTlhejhndI4Rh53vYhrY,Ozzy Osbourne,"album rock,birmingham metal,hard rock,metal,rock",3799060,74,0.48,0.9,128.46,0.18,-1.61,0.11,0.26,0.05,0.0
74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,"alt z,dance pop,electropop,pop,post-teen pop,viral pop",3784707,74,0.65,0.66,147.8,0.39,-4.53,0.1,0.13,0.07,0.0
4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,"album rock,blues rock,classic rock,country rock,hard rock,mellow gold,rock,southern rock",3640947,74,0.6,0.6,97.8,0.89,-12.14,0.03,0.09,0.18,0.0
0NbfKEOTQCcwd6o7wSDOHI,The Game,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap",3574438,74,0.65,0.57,120.58,0.42,-9.14,0.28,0.36,0.32,0.0
6tzRZ39aZlNqlUzQlkuhDV,Pabllo Vittar,"dance pop,funk carioca,funk pop,pop lgbtq+ brasileira,pop nacional",3421582,74,0.73,0.77,134.77,0.69,-5.27,0.1,0.19,0.22,0.0
3oDbviiivRWhXwIE8hxkVV,The Beach Boys,"baroque pop,brill building pop,classic rock,psychedelic rock,rock,sunshine pop",3322210,74,0.6,0.55,130.59,0.97,-9.34,0.03,0.05,0.11,0.0
0GOx72r5AAEKRGQFn3xqXK,GIMS,"francoton,french hip hop,french pop,rap conscient",3151142,74,0.64,0.44,105.15,0.72,-10.25,0.36,0.07,0.76,0.0
21WS9wngs9AqFckK7yYJPM,PnB Rock,"melodic rap,pop r&b,pop rap,r&b,rap,southern hip hop,trap,vapor trap",3104787,74,0.73,0.64,132.83,0.53,-5.98,0.19,0.13,0.13,0.0
0gadJ2b9A4SKsB1RFkBb66,Passenger,"folk-pop,neo mellow,pop,pop rock",2847178,74,0.51,0.54,75.09,0.24,-7.34,0.06,0.1,0.38,0.0
7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,"irish rock,pop rock",2593541,74,0.42,0.54,121.09,0.3,-11.76,0.03,0.32,0.04,0.0
1o2NpYGqHiCq7FoiYdyd1x,Bea Miller,"alt z,dance pop,electropop,indie poptimism,modern rock,pop,post-teen pop,talent show",2457386,74,0.69,0.67,135.31,0.49,-6.05,0.06,0.23,0.1,0.0
58wXmynHaAWI5hwlPZP3qL,Booba,"francoton,french hip hop,old school rap francais,pop urbaine,rap conscient",2233242,74,0.81,0.69,132.96,0.46,-6.29,0.18,0.16,0.29,0.01
0ONHkAv9pCAFxb0zJwDNTy,Pusha T,"alternative hip hop,gangster rap,hip hop,pop rap,rap,southern hip hop,trap,underground hip hop,virginia hip hop",2135451,74,0.65,0.67,100.94,0.35,-4.9,0.19,0.37,0.08,0.0
0PFtn5NtBbbUNbU9EAmIWF,TOTO,"album rock,classic rock,mellow gold,rock,soft rock,yacht rock",2029800,74,0.67,0.37,92.72,0.73,-18.06,0.03,0.05,0.26,0.0
1Bl6wpkWCQ4KVgnASpvzzA,BROCKHAMPTON,"boy band,hip hop,rap",1863827,74,0.65,0.65,129.34,0.55,-6.36,0.16,0.22,0.31,0.0
1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,"east coast hip hop,hardcore hip hop,hip hop,hip pop,pop rap,rap",1858894,74,0.6,0.89,77.9,0.68,-4.34,0.31,0.68,0.04,0.0
