track_id,name,artist_id,artist_name,genres,popularity,explicit,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,collabs
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,"canadian contemporary r&b,canadian pop,pop",91,FALSE,200040,0.514,0.73,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,0
02MWAaffLxlfxAUY7c5dvx,Heat Waves,4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,"gauze pop,indietronica,shiver pop",90,FALSE,238805,0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,0
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,"modern alternative rock,modern rock,pop",88,FALSE,240400,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,0
3tjFYV6RSFtuktYl3ZtYcq,Mood (feat. iann dior),"6fWVd57NKTalqvmjRd2t8Z,6ASri4ePR7RlsvIQgWPJpS","24kGoldn,iann dior","cali rap,melodic rap,pop rap",88,TRUE,140533,0.7,0.722,-3.558,0.0369,0.221,0.0,0.272,0.756,90.989,1
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,6KImCVD70vtIoJWnq6nGn3,Harry Styles,pop,88,FALSE,174000,0.548,0.816,-4.209,0.0465,0.122,0.0,0.335,0.557,95.39,0
5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),"6M2wZ9GZgrQXHCFfjv46we,4r63FhuTkUYltbVAg5TQnk","Dua Lipa,DaBaby","dance pop,pop,uk pop,north carolina hip hop,rap",87,FALSE,203064,0.702,0.825,-3.787,0.0601,0.00883,0.0,0.0674,0.915,102.977,1
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),"6qqNVTkY8uBg9cP3Jd7DAH,6LuN9FCkKOj5PcnpouEgny","Billie Eilish,Khalid","electropop,pop,pop,pop r&b",87,FALSE,200185,0.351,0.296,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284,1
0v1x6rN6JHRapa03JElljE,Dynamite,3Nrfpe0tUJi4K4DXYWgMUX,BTS,"k-pop,k-pop boy group",87,FALSE,199053,0.746,0.765,-4.41,0.0993,0.0112,0.0,0.0936,0.737,114.044,0
5QO79kh1waicV47BqGRL3g,Save Your Tears,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,"canadian contemporary r&b,canadian pop,pop",87,TRUE,215626,0.68,0.826,-5.487,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,0
6f3Slt0GbA2bPZlz0aIFXN,The Business,2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,"big room,brostep,dance pop,dutch edm,edm,house,pop,pop dance,slap house,trance,tropical house",87,FALSE,164000,0.798,0.62,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,0
7igeByaBM0MgGsgXtNxDJ7,positions,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,"dance pop,pop",86,TRUE,172324,0.736,0.802,-4.759,0.0864,0.468,0.0,0.094,0.675,144.005,0
4xqrdfXkTW4T0RauPLv3WA,Heather,4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,"bedroom pop,electropop,indie pop,pop",86,FALSE,198040,0.357,0.425,-7.301,0.0333,0.584,0.0,0.322,0.27,102.078,0
0pqnGHJpmpxLKifKRmU6WP,Believer,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,"modern rock,pop,rock",86,FALSE,204346,0.776,0.78,-4.374,0.128,0.0622,0.0,0.081,0.666,124.949,0
45bE4HXI0AwGZXfZtMp8JR,you broke me first,45dkTj5sMRSjrmBSBeiHym,Tate McRae,"alt z,dance pop,pop,post-teen pop",86,FALSE,169265,0.667,0.373,-9.389,0.05,0.785,0.0,0.0906,0.0823,124.148,0
5E30LdtzQTGqRvNd7l6kG5,Daddy Issues,77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,"modern alternative rock,modern rock,pop",86,FALSE,260173,0.588,0.521,-9.461,0.0329,0.0678,0.149,0.123,0.337,85.012,0
4VginDwYTP2eaHJzO0QMjG,Circles,246dkjvS1zLTtiykXe5h60,Post Malone,"dfw rap,melodic rap,rap",86,FALSE,215280,0.704,0.758,-3.537,0.0402,0.233,0.00144,0.0924,0.534,120.003,0
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,"pop,uk pop",86,FALSE,182160,0.501,0.405,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891,0
0tgVpDi06FyKpA1z0VMD4v,Perfect,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,"pop,uk pop",86,FALSE,263400,0.599,0.448,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05,0
27OeeYzk6klgBh83TSvGMA,WITHOUT YOU,2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,australian hip hop,86,TRUE,161384,0.662,0.413,-7.357,0.0299,0.213,0.0,0.134,0.467,93.005,0
6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),"6DgP9otnZw5z6daOntINxp,7uMh23xWiuR7zsNkuNcm2G","Joel Corry,MNEK","dance pop,pop,pop dance,tropical house,uk dance,tropical house,uk contemporary r&b,uk dance",85,FALSE,166028,0.734,0.874,-3.158,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,1
6gBFPUFcJLzWGx4lenP6h2,goosebumps,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,"rap,slap house",85,TRUE,243836,0.841,0.728,-3.37,0.0484,0.0847,0.0,0.149,0.43,130.049,0
2Fxmhks0bxGSBdJ92vM42m,bad guy,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,"electropop,pop",85,FALSE,194087,0.701,0.425,-10.965,0.375,0.328,0.13,0.1,0.562,135.128,0
3U4isOIWM3VvDubwSI3y7a,All of Me,5y2Xq6xcjJb2jVM54GHK3t,John Legend,"neo soul,pop,pop soul,r&b,urban contemporary",85,FALSE,269560,0.422,0.264,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93,0
6ocbgoVGwYJhOv1GgI9NsF,7 rings,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,"dance pop,pop",85,TRUE,178626,0.778,0.317,-10.732,0.334,0.592,0.0,0.0881,0.327,140.048,0
2b8fOow8UzyDFAE27YhOZM,Memories,04gDigrS5kc9YWfZHwBETP,Maroon 5,"pop,pop rock",85,FALSE,189486,0.764,0.32,-7.209,0.0546,0.837,0.0,0.0822,0.575,91.019,0
62vpWI1CHwFy7tMIcSStl8,No Role Modelz,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,"conscious hip hop,hip hop,north carolina hip hop,rap",85,TRUE,292986,0.692,0.521,-8.465,0.33,0.301,0.0,0.0565,0.463,100.45,0
0ct6r3EGTcMLPtrXHDvVjc,The Nights,1vCWHaC5f2uS3yhpwWbIA6,Avicii,"dance pop,edm,pop,pop dance",85,FALSE,176658,0.527,0.835,-5.298,0.0433,0.0166,0.0,0.249,0.654,125.983,0
39LLxExYz6ewLAcYrzQQyP,Levitating,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,"dance pop,pop,uk pop",85,FALSE,203807,0.695,0.884,-2.278,0.0753,0.0561,0.0,0.213,0.914,103.014,0
7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,"emo rap,miami hip hop",85,TRUE,119133,0.872,0.391,-9.144,0.242,0.469,4.13e-06,0.297,0.437,134.021,0
3AJwUDP919kvQ9QcozQPxg,Yellow,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,"permanent wave,pop",85,FALSE,266773,0.429,0.661,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372,0
7qiZfU4dY1lWllzX7mPBI3,Shape of You,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,"pop,uk pop",85,FALSE,233712,0.825,0.652,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977,0
2ZRo7axmMPeSVUvDbGkJah,Hope,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,"emo rap,miami hip hop",84,TRUE,110886,0.592,0.457,-6.081,0.0603,0.661,0.000331,0.146,0.225,146.04,0
3B0irDyS69y5eAz15xV2Ee,Wake Me Up,1vCWHaC5f2uS3yhpwWbIA6,Avicii,"dance pop,edm,pop,pop dance",84,FALSE,247426,0.532,0.783,-5.697,0.0523,0.00375,0.00123,0.161,0.643,124.084,0
6Im9k8u9iIzKMrmV7BWtlF,34+35,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,"dance pop,pop",84,TRUE,173710,0.83,0.585,-6.476,0.094,0.237,0.0,0.248,0.485,109.978,0
47EiUVwUp4C9fGccaPuUCS,DÁKITI,"4q3ewBCX7sLwd24euuV69X,0EFisYRi20PTADoJrifHrz","Bad Bunny,Jhay Cortez","latin,reggaeton,trap latino,latin,reggaeton,trap latino",84,TRUE,205090,0.731,0.573,-10.059,0.0544,0.401,5.22e-05,0.113,0.145,109.928,1
285pBltuF7vW8TeWk8hdRR,Lucid Dreams,4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,"chicago rap,melodic rap",84,TRUE,239835,0.511,0.566,-7.23,0.2,0.349,0.0,0.34,0.218,83.903,0
6ft4hAq6yde8jPZY2i5zLr,Paradise (feat. Dermot Kennedy),"0xRXCcSX89eobfrshSVdyu,5KNNVgR6LBIABRIomyCwKJ","MEDUZA,Dermot Kennedy","edm,pop dance,pop house,tropical house,folk-pop,irish pop,pop",84,FALSE,167903,0.632,0.595,-7.644,0.0401,0.0689,0.0,0.209,0.435,124.114,1
7BKLCZ1jbUBVqRi2FVlTVw,Closer,"69GGBxA162lTqCwzJG5jLp,26VFTg2z8YR0cCuwLzESi2","The Chainsmokers,Halsey","dance pop,edm,electropop,pop,pop dance,tropical house,dance pop,electropop,etherpop,indie poptimism,pop",84,FALSE,244960,0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,1
25khomWgBVamSdKw7hzm3l,The Hills,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,"canadian contemporary r&b,canadian pop,pop",84,TRUE,242253,0.356,0.567,-7.011,0.0798,0.0861,0.0,0.137,0.109,135.553,0
6zFMeegAMYQo0mt8rXtrli,HOLIDAY,7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,"lgbtq+ hip hop,pop",84,TRUE,154997,0.81,0.511,-6.924,0.164,0.12,0.0,0.0832,0.837,151.947,0
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),"6bmlMHgSheBauioMgKv2tn,35l9BRT7MXmM8bv2WDQiyB","Powfu,beabadoobee","sad rap,bedroom pop,bubblegrunge,indie pop",84,FALSE,173333,0.726,0.431,-8.765,0.135,0.731,0.0,0.696,0.348,144.026,1
4xkOaSrkexMciUUogZKVTS,Till I Collapse,"7dGJo4pcD2V6oG8kP0tJRR,1Oa0bMld0A3u5OTYfMzp5h","Eminem,Nate Dogg","detroit hip hop,hip hop,rap,g funk,gangster rap,hip hop,pop rap,rap,west coast rap",84,TRUE,297786,0.548,0.847,-3.237,0.186,0.0622,0.0,0.0816,0.1,171.447,1
5C0LFQARavkPpn7JgA4sLk,Every Breath You Take,5NGO30tJxFlKixkPSgXcFE,The Police,"album rock,art rock,classic rock,mellow gold,new wave,permanent wave,rock,soft rock",84,FALSE,253920,0.82,0.452,-9.796,0.0348,0.543,0.00294,0.0701,0.74,117.401,0
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,4IWBUUAFIplrNtaOHcJPRM,James Arthur,"pop,talent show,uk pop",84,FALSE,211466,0.358,0.557,-7.398,0.059,0.695,0.0,0.0902,0.494,85.043,0
1ZMiCix7XSAbfAJlEZWMCp,Falling,6KImCVD70vtIoJWnq6nGn3,Harry Styles,pop,84,FALSE,240133,0.567,0.267,-6.502,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,0
2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,"4q3ewBCX7sLwd24euuV69X,7ltDVBr6mKbRvohxheJ9h1","Bad Bunny,ROSALÍA","latin,reggaeton,trap latino,r&b en espanol",84,FALSE,203200,0.856,0.618,-4.892,0.286,0.0303,0.0,0.0866,0.391,81.993,1
3jjujdWJ72nww5eGnfs2E7,Adore You,6KImCVD70vtIoJWnq6nGn3,Harry Styles,pop,84,FALSE,207133,0.676,0.771,-3.675,0.0483,0.0237,"7,00E-06",0.102,0.569,99.048,0
3GVkPk8mqxz0itaAriG1L7,Everybody Dies In Their Nightmares,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,"emo rap,miami hip hop",84,TRUE,95466,0.734,0.57,-7.066,0.133,0.847,2.14e-05,0.112,0.689,129.953,0
7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,7gP3bB2nilZXLfPHJhMdvc,Foster The People,"indietronica,modern alternative rock,modern rock,pop rock,rock",84,FALSE,239600,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,0
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,"rap,slap house",84,TRUE,175720,0.598,0.427,-8.764,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,0
4HYDUMY0xSpeBr0AMY9cUz,La Curiosidad,"2cPqdH7XMvwaBJEVjheH8g,2ydZrTy8U3kOMOzx20s3dg,7iK8PXO48WeuP03g8YR51W","Jay Wheeler,DJ Nelson,Myke Towers","latin,reggaeton,trap latino,latin,latin hip hop,reggaeton,reggaeton flow,trap latino,trap latino",84,FALSE,219048,0.845,0.677,-4.798,0.136,0.269,0.000917,0.108,0.68,90.013,1
7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),"4r63FhuTkUYltbVAg5TQnk,757aE44tKEUQEqRuT6GnEB","DaBaby,Roddy Ricch","north carolina hip hop,rap,melodic rap,rap,trap",84,TRUE,181733,0.746,0.69,-7.956,0.164,0.247,0.0,0.101,0.497,89.977,1
7lQ8MOhq6IN2w8EYcFNSUk,Without Me,7dGJo4pcD2V6oG8kP0tJRR,Eminem,"detroit hip hop,hip hop,rap",84,TRUE,290320,0.908,0.669,-2.827,0.0738,0.00286,0.0,0.237,0.662,112.238,0
0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,"album rock,classic rock,mellow gold,rock,soft rock,yacht rock",84,FALSE,257800,0.828,0.492,-9.744,0.0276,0.0644,0.00428,0.128,0.789,120.151,0
35ieKju5aLWFN5UgfJ27mL,SAD!,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,"emo rap,miami hip hop",84,TRUE,166605,0.74,0.613,-4.88,0.145,0.258,0.00372,0.123,0.473,75.023,0
1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,brooklyn drill,84,TRUE,160000,0.709,0.548,-8.493,0.353,0.65,1.59e-06,0.133,0.543,83.995,0
1Xi84slp6FryDSCbzq4UCD,Arcade,3klZnJvYGIbWritVwQD434,Duncan Laurence,dutch pop,83,FALSE,183624,0.45,0.329,-12.603,0.0441,0.818,0.00109,0.135,0.266,71.884,0
1Slwb6dOYkBlWal1PGtnNg,Thinking out Loud,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,"pop,uk pop",83,FALSE,281560,0.781,0.445,-6.061,0.0295,0.474,0.0,0.184,0.591,78.998,0
3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us - feat. Ray Dalton,5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,"pop rap,seattle hip hop",83,FALSE,258342,0.641,0.922,-4.457,0.0786,0.0291,0.0,0.0862,0.847,146.078,0
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,"1vyhD5VmyZ7KMfW5gqLgo5,4q3ewBCX7sLwd24euuV69X","J Balvin,Bad Bunny","latin,reggaeton,reggaeton colombiano,trap latino,latin,reggaeton,trap latino",83,FALSE,242573,0.754,0.646,-5.795,0.317,0.152,1.85e-05,0.108,0.429,176.089,1
75JFxkI2RXiU7L9VXzMkle,The Scientist,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,"permanent wave,pop",83,FALSE,309600,0.557,0.442,-7.224,0.0243,0.731,1.46e-05,0.11,0.213,146.277,0
3rq5w4bQGigXOfdN30ATJt,Do I Wanna Know?,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,"garage rock,permanent wave,rock,sheffield indie",83,FALSE,272394,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03,0
7MXVkk9YMctZqd1Srtv4MB,Starboy,"1Xyo4u8uXC1ZmMpatF05PJ,4tZwfgrHOc3mvqYlEYSvVi","The Weeknd,Daft Punk","canadian contemporary r&b,canadian pop,pop,electro,filter house",83,TRUE,230453,0.679,0.587,-7.015,0.276,0.141,6.35e-06,0.137,0.486,186.003,1
2tnVG71enUj33Ic2nFN6kZ,Ride It,4ofCBoyEiGSePFAG500xev,Regard,"dance pop,edm,pop,pop dance,pop edm,slap house,tropical house",83,FALSE,157605,0.88,0.751,-4.258,0.0874,0.177,6.43e-05,0.106,0.884,117.948,0
0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),"246dkjvS1zLTtiykXe5h60,1URnnhqYAYcrqrcwql10ft","Post Malone,21 Savage","dfw rap,melodic rap,rap,atl hip hop,hip hop,rap,trap",83,TRUE,218146,0.585,0.52,-6.136,0.0712,0.124,7.01e-05,0.131,0.129,159.801,1
26gceVsA1ybT8qsX3aYLEn,Thunder,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,"modern rock,pop,rock",83,FALSE,187146,0.605,0.813,-4.785,0.0448,0.00702,0.114,0.145,0.238,167.997,0
1dNyRyz1QBN9kO1etUs1PI,All Girls Are The Same,4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,"chicago rap,melodic rap",83,TRUE,165819,0.673,0.449,-9.727,0.298,0.169,0.00115,0.0731,0.216,161.925,0
60a0Rd6pjrkxjPbaKzXjfq,In the End,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,"alternative metal,nu metal,post-grunge,rap metal",83,FALSE,216880,0.556,0.864,-5.87,0.0584,0.00958,0.0,0.209,0.4,105.143,0
0JP9xo3adEtGSdUEISiszL,Moonlight,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,"emo rap,miami hip hop",83,TRUE,135090,0.921,0.537,-5.723,0.0804,0.556,0.00404,0.102,0.711,128.009,0
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,"rap,slap house",83,TRUE,312820,0.834,0.73,-3.714,0.222,0.00513,0.0,0.124,0.446,155.008,0
5WtfUKzXircvW8l5aaVZWT,What A Time (feat. Niall Horan),"0ZED1XzwlLHW4ZaG4lOT6m,1Hsdzj7Dlq2I7tHP7501T4","Julia Michaels,Niall Horan","alt z,dance pop,electropop,pop,post-teen pop,dance pop,pop,post-teen pop",83,FALSE,173306,0.516,0.467,-6.184,0.0302,0.662,0.0,0.0853,0.386,132.861,1
2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,711MCceyCBcFnzjGY4Q7Un,AC/DC,"australian rock,hard rock,rock",83,FALSE,208400,0.574,0.913,-4.793,0.133,0.061,0.00158,0.156,0.423,115.728,0
0UyljEbX9dqI1K0sqdv6B6,SLOW DANCING IN THE DARK,3MZsBdqDrRTJihTHQrO6Dq,Joji,"alternative r&b,pop,viral pop",83,TRUE,209273,0.515,0.479,-7.458,0.0261,0.544,0.00598,0.191,0.284,88.964,0
5lK18Pt33xNudq4qYDxIm8,Shallow,"1HY2Jd0NmPuamShAr6KMms,4VIvfOurcf0vuLRxLkGnIG","Lady Gaga,Bradley Cooper","dance pop,pop,hollywood",83,FALSE,215733,0.572,0.385,-6.362,0.0308,0.371,0.0,0.231,0.323,95.799,1
2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,2jzc5TC5TVFLXQlBNiIUzE,a-ha,"europop,new romantic,new wave,new wave pop,permanent wave,soft rock,synthpop",83,FALSE,225280,0.573,0.902,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412,0
1zi7xx7UVEFkmKfv06H8x0,One Dance,"3TVXtAsR1Inumwj472S9r4,3tVQdUvClmAT7URs9V3rsp,77DAFfvm3O9zT5dIoG0eIO","Drake,WizKid,Kyla","canadian hip hop,canadian pop,hip hop,rap,toronto rap,afro dancehall,afropop,azonto,nigerian hip hop,nigerian pop,uk funky",83,FALSE,173986,0.792,0.625,-5.609,0.0536,0.00776,0.0018,0.329,0.37,103.967,1
6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,5INjqkS1o8h1imAzPqGZBb,Tame Impala,"australian psych,neo-psychedelic",83,TRUE,216320,0.64,0.74,-4.083,0.0284,0.0115,0.00678,0.167,0.785,116.879,0
6fxVffaTuwjgEk5h9QyRjy,Photograph,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,"pop,uk pop",83,FALSE,258986,0.614,0.379,-10.48,0.0476,0.607,0.000464,0.0986,0.201,107.989,0
4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),"66CXWjxzNUsdJxJ2JdwvnR,1uNFoZAHBGtllmzznpCI3s","Ariana Grande,Justin Bieber","dance pop,pop,canadian pop,pop",83,FALSE,228482,0.597,0.45,-6.658,0.0418,0.223,0.0,0.382,0.537,178.765,1
24Yi9hE78yPEbZ4kxyoXAI,Roses - Imanbek Remix,"0H39MdGGX6dbnnQPt6NQkZ,5rGrDvrLOV2VV8SCFVGWlj","SAINt JHN,Imanbek","melodic rap,pop rap,rap,slap house,trap,dance pop,edm,electro house,pop dance,slap house,tropical house",83,TRUE,176840,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,1
4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),"4kYSro6naA4h99UJvo89HB,181bsRPaVXVlUKXrxwZfHK","Cardi B,Megan Thee Stallion","dance pop,pop,pop rap,rap,houston rap,pop,trap queen",83,TRUE,187541,0.935,0.454,-7.509,0.375,0.0194,0.0,0.0824,0.357,133.073,1
48q0vSHcJdhK3IiXH8C5WJ,Why'd You Only Call Me When You're High?,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,"garage rock,permanent wave,rock,sheffield indie",83,FALSE,161123,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,0
3YJJjQPAbDT7mGpX3WtQ9A,Good Days,7tYKF4w9nC0nq9CsPZTHyP,SZA,"pop,r&b,rap",83,TRUE,279204,0.436,0.655,-8.37,0.0583,0.499,8.1e-06,0.688,0.412,121.002,0
2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,1KP6TWI40m7p3QBTU6u2xo,BØRNS,"modern alternative rock,modern rock,pop",83,FALSE,218106,0.611,0.797,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041,0
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,711MCceyCBcFnzjGY4Q7Un,AC/DC,"australian rock,hard rock,rock",83,FALSE,255493,0.31,0.7,-5.678,0.047,0.011,0.00965,0.0828,0.763,188.386,0
7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),"7dGJo4pcD2V6oG8kP0tJRR,4MCBfE4596Uoi2O4DtmEMz","Eminem,Juice WRLD","detroit hip hop,hip hop,rap,chicago rap,melodic rap",83,TRUE,210800,0.808,0.745,-5.26,0.342,0.145,0.0,0.292,0.829,165.995,1
79s5XnCN4TJKTVMSmOx8Ep,Dior,0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,brooklyn drill,83,TRUE,216386,0.548,0.805,-5.732,0.351,0.212,0.000389,0.408,0.648,142.094,0
3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,"modern rock,rock",83,FALSE,202333,0.734,0.637,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,0
1xK1Gg9SxG8fy2Ya373oqb,Bandido,"7iK8PXO48WeuP03g8YR51W,2LmcxBak1alK1bf7d1beTr","Myke Towers,Juhn","trap latino,latin,reggaeton,reggaeton flow,trap latino",83,FALSE,232853,0.713,0.617,-4.637,0.0887,0.122,0.0,0.0962,0.682,168.021,1
7y7w4tl4MaRC2UMEj1mPtr,Come & Go (with Marshmello),"4MCBfE4596Uoi2O4DtmEMz,64KEffDW9EtZ1y2vBYgq8T","Juice WRLD,Marshmello","chicago rap,melodic rap,brostep,edm,pop,pop dance,progressive electro house",83,TRUE,205484,0.625,0.814,-5.181,0.0657,0.0172,0.0,0.158,0.535,144.991,1
3H7ihDc1dqLriiWXwsc2po,Breaking Me,"0u6GtibW46tFX7koQ6uNJZ,5Wg2b4Mp42gicxEeDNawf7","Topic,A7S","dance pop,edm,electro house,german dance,pop dance,pop edm,tropical house,scandipop",83,FALSE,166793,0.789,0.72,-5.652,0.218,0.223,0.0,0.129,0.664,122.031,1
0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby),"0eDvMgVFoNV3TpwtrVCoTj,5f7VJjfbwm532GiveGC0ZK,4r63FhuTkUYltbVAg5TQnk","Pop Smoke,Lil Baby,DaBaby","brooklyn drill,atl hip hop,atl trap,rap,trap,north carolina hip hop,rap",83,TRUE,190476,0.823,0.586,-6.606,0.2,0.114,0.0,0.193,0.347,125.971,1
0y60itmpH0aPKsFiGxmtnh,Wait a Minute!,3rWZHrfrsPBxVy692yAIxF,WILLOW,"afrofuturism,dance pop,electropop,pop,post-teen pop",83,FALSE,196520,0.764,0.705,-5.279,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,0
7kDUspsoYfLkWnZR7qwHZl,my ex's best friend (with blackbear),"6TIYQ3jFPwQSRmorSezPxX,2cFrymmkijnjDg9SS92EPM","Machine Gun Kelly,blackbear","ohio hip hop,pop rap,pop,pop rap",83,TRUE,139460,0.731,0.675,-5.134,0.0434,0.00473,0.0,0.141,0.298,124.939,1
2gMXnyrvIjhVBUZwvLZDMP,Before You Go,4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,"pop,uk pop",83,FALSE,215106,0.459,0.575,-4.858,0.0573,0.604,0.0,0.0885,0.183,111.881,0
45S5WTQEGOB1VHr1Q4FuPl,Golden,6KImCVD70vtIoJWnq6nGn3,Harry Styles,pop,83,FALSE,208906,0.448,0.838,-5.257,0.0557,0.21,0.000131,0.131,0.254,139.863,0
1VLtjHwRWOVJiE5Py7JxoQ,Martin & Gina,6AgTAQt8XS6jRWi4sX7w49,Polo G,chicago rap,83,TRUE,132832,0.832,0.534,-7.813,0.253,0.345,0.0,0.165,0.116,93.924,0
0nbXyq5TXYPCO7pr3N8S4I,The Box,757aE44tKEUQEqRuT6GnEB,Roddy Ricch,"melodic rap,rap,trap",83,TRUE,196652,0.896,0.586,-6.687,0.0559,0.104,0.0,0.79,0.642,116.971,0
5ChkMS8OtdzJeqyybCc9R5,Billie Jean,3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,"pop,r&b,soul",83,FALSE,293826,0.92,0.654,-3.051,0.0401,0.0236,0.0158,0.0359,0.847,117.046,0
