artist_id,followers,genres,popularity,name
3DKkhRCGOG4e8IUPYFPfWs,1000301,social media pop,61,Dixie
1W3FSF1BLpY3hlVIgvenLz,999486,"dance pop, hip hop, hip pop, pop r&b, r&b, southern hip hop, trap, urban contemporary",67,The-Dream
3KedxarmBCyFBevnqQHy3P,998626,"canadian contemporary r&b, canadian pop, dance pop, pop, r&b",72,Jessie Reyez
3CQIn7N5CuRDP8wEI7FiDA,995967,"east coast hip hop, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, queens hip hop, rap",64,RunâD.M.C.
7gXb99Sf9nNmpNYeAgIQFG,995647,modern indie pop,75,Sub Urban
0D5U7oXEE4dut2DPyUDLca,993724,"argentine rock, latin alternative, latin rock, rock en espanol, rock nacional",63,Las Pastillas del Abuelo
0e68cnJyUTJu1nEuxxMSLm,991917,funk carioca,51,Tati Zaqui
7yQrcdkLdBAkV7yY9fF2Hw,990696,"axe, pagode",67,Grupo RevelaÃ§Ã£o
3CJKkU0XuElRT1z8rEtIYg,989106,"german drill, german hip hop",78,Luciano
630wzNP2OL7fl4Xl0GnMWq,987782,"comic metal, idol rock, j-metal, kawaii metal",65,BABYMETAL
4qBgvVog0wzW75IQ48mU7v,986676,"pop rap, rap, social media pop",71,KYLE
5SyGEPymt1G2uto47tVWvZ,985622,"atl hip hop, hip hop, melodic rap, pop rap, rap, southern hip hop, trap, underground hip hop, vapor trap, viral rap",67,MadeinTYO
0JC6R3kbXUHe5QrxqzFwom,985363,"adoracao, brazilian gospel, groove gospel, pagode baiano, pop nacional, rap cristao, reggae cristao, rock gospel brasileiro",60,Preto no Branco
7xNYY1Zkb1vks5m9ATlJok,984776,"francoton, french hip hop, pop urbaine",66,Naza
2oX42qP5ineK3hrhBECLmj,983435,"dance pop, modern rock, neo mellow, pop, pop rock, post-teen pop",74,Andy Grammer
5KNNVgR6LBIABRIomyCwKJ,983044,"folk-pop, irish pop, pop",78,Dermot Kennedy
0Jsk5iYMr5aNjHury7blm1,982858,dutch hip hop,67,Boef
6ModsWtBph2rE6zCTVxvZt,981690,"latin pop, mexican pop",70,Maite Perroni
6wxh9aTFgTS4OiyYlnQBq6,979954,"deep turkish pop, turkish pop, turkish trap pop",55,BengÃ¼
5Yo5iU2nf4H41waPl4ZnS1,975639,german pop,72,LEA
7hLjkyL9Pz9xtQNahzJZki,974356,"axe, pagode",64,Belo
0JjPiLQNgAFaEkwoy56B1C,971695,"funk carioca, pop rap brasileiro",77,L7NNON
7wjeXCtRND2ZdKfMJFu6JC,970778,"francoton, french pop",64,Louane
2kxP07DLgs4xlWz8YHlvfh,970569,"chill r&b, indonesian r&b, pop",73,NIKI
0rasA5Z5h1ITtHelCpfu9R,969085,"electronica, german techno, leipzig electronic, minimal techno, tech house",65,Paul Kalkbrenner
13bDjug9N0pyv3ZUINjkDV,968990,"german hip hop, german pop",70,Bausa
7giUHu5pv6YTZgSkxxCcgh,968760,"double drumming, indie folk, indie pop, la indie, modern rock, stomp and holler",65,Edward Sharpe & The Magnetic Zeros
4BoRxUdrcgbbq1rxJvvhg9,968746,"adult standards, australian dance, bubblegum pop, disco, europop, mellow gold, new wave pop, soft rock",68,Olivia Newton-John
1hgaXjbAcED2p80Lj8dzXT,967664,"turkish hip hop, turkish trap, turkish trap pop",56,Canbay & Wolker
1mvpEXClANunyiHFtAXCxt,967391,"funk bh, funk carioca, funk ostentacao",72,MC Rick
2p1fiYHYiXz9qi0JJyxBzN,965713,"birmingham grime, grime, instrumental grime, rap",76,Skepta
3u579Gdap91lMptBSdXTpf,964891,"detroit hip hop, escape room, hip pop, pop r&b, r&b, trap queen",59,Kash Doll
1lB3I3SI30v2ZOpR4XQqzJ,963273,"francoton, french hip hop, pop urbaine, rap francais",60,Gambi
24BYRlsS8uIO4jA71mJ4Js,962445,"desi hip hop, desi pop, desi trap, modern bollywood, pakistani hip hop, sufi",62,Imran Khan
2U5mF0PZqGu6glnz55yY0y,960252,opm,60,John Roa
3AVfmawzu83sp94QW7CEGm,959003,"alt z, dance pop, electropop, norwegian pop, pop, post-teen pop, tropical house, uk pop",71,Astrid S
5LUxu287CsPM7jy3yS3l86,958336,turkish hip hop,61,ÅanÄ±Åer
6bmlMHgSheBauioMgKv2tn,956055,sad rap,76,Powfu
4xnihxcoXWK3UqryOSnbw5,955239,"alt z, electropop, pop",75,Sasha Alex Sloan
7rOlQwf8OuFLFQp4aydjBt,952644,"latin pop, reggaeton chileno, trap chileno",66,Paloma Mami
4Q6nIcaBED8qUel8bBx6Cr,951433,"dance pop, edm, electro house, house, pop, pop dance, tropical house, uk dance",78,Jax Jones
0B3N0ZINFWvizfa8bKiz4v,950694,"neo mellow, pop, pop rock, uk pop, viral pop",71,James TW
6ytOHdKh4xt4YvF7tz8Zcv,949937,"french hip hop, pop urbaine, rap francais",62,Kalash Criminel
6741jcSlgsv0M3B4ruIPS5,948385,"k-pop, k-pop boy group",52,EXO-SC
2HUwZ0kumzCSlhFcjFZfpp,944831,"melodic rap, pop rap, rap, southern hip hop, trap, vapor trap",64,Flipp Dinero
6pBNfggcZZDCmb0p92OnGn,941269,"contemporary country, country, country road, modern country rock",66,Chase Rice
6h5P3J0j1x2lhiDk9w4deZ,940747,"turkish hip hop, turkish trap pop",57,Eypio
2Q4r4Epfaaho06ONTHx7OS,940308,"brega funk, funk carioca",52,MC's Jhowzinho & Kadinho
54kCbQZaZWHnwwj9VP2hn4,937620,"french hip hop, pop urbaine, rap francais",65,Zola
3dz0NnIZhtKKeXZxLOxCam,936889,"complextro, edm, progressive electro house",66,Porter Robinson
0r0R5nIjDY04TfxRM10Bcb,935678,german pop,67,Alligatoah
3Z814BstLaKbLqKHXsht8O,933605,"turkish alternative, turkish pop, turkish rock",60,Gripin
5X4LWwbUFNzPkEas04uU82,931543,"canadian electronic, dance pop, edm, electro house, pop, pop dance, pop edm, slap house, tropical house",68,DVBBS
1aWJsBQa67l72j1VT3D6Ow,929901,"latin, reggaeton, trap latino, trap venezolano, venezuelan hip hop",71,Micro TDH
3hv9jJF3adDNsBSIQDqcjp,929151,"dance pop, neo soul, pop",77,Mark Ronson
4RnBFZRiMLRyZy0AzzTg2C,928917,"escape room, hip hop, political hip hop",66,Run The Jewels
3cNwyF5SboOs9icz2XyotE,928357,"karadeniz pop, turkish pop, turkish trap pop",64,Mustafa Ceceli
5nki7yRhxgM509M5ADlN1p,926538,"dance pop, edm, electro house, future house, house, pop dance, progressive electro house, progressive house, tropical house",72,Oliver Heldens
4Xi6LSfFqv26XgP9NKN26U,925659,"grime, uk hip hop, ukg revival",73,AJ Tracey
1uiEZYehlNivdK3iQyAbye,925353,"indie soul, jazz pop",71,Tom Misch
592JnViQ2tot63c1SbtgK2,924584,"funk carioca, funk consciente, funk ostentacao, funk paulista",66,MC Paulin da Capital
2l35CQqtYRh3d8ZIiBep4v,922950,"dance pop, pop, pop rap, pop rock, post-teen pop",70,MKTO
13ZEDW6vyBF12HYcZRr4EV,922715,"kentucky indie, kentucky roots, outlaw country",75,Tyler Childers
6hfwwpXqZPRC9CsKI7qtv1,921994,"alternative r&b, etherpop, pop, r&b",69,Alina Baraz
2QslFlDyZVpLYwfqyRDkNs,921886,"turkce slow sarkilar, turkish pop",58,Onur Can Ãzcan
6OpOg5HVCc8xVf7OVrd5Fk,920689,"brega funk, funk carioca",61,Jerry Smith
4ZgQDCtRqZlhLswVS6MHN4,918603,"modern alternative rock, modern rock, rock",73,grandson
7x3eTVPlBiPjXHn3qotY86,918334,"francoton, french hip hop, french pop, pop urbaine",62,KeBlack
12xme1fwd3iGEW7rF9b6tp,917726,german pop,64,Wincent Weiss
6byQKddO1b34lXC2ZEjehQ,915178,"argentine rock, latin alternative, latin rock, post-punk argentina, rock en espanol, rock nacional",67,Patricio Rey y sus Redonditos de Ricota
2eh8cEKZk4VeruUrGq748D,914441,"arabic hip hop, francoton, french hip hop, pop urbaine, rap algerien, rap francais",64,Rim'K
3DCWeG2J1fZeu0Oe6i5Q6m,912882,"french hip hop, pop urbaine, rap conscient, rap francais",72,PLK
2otUckChxWf2cp6UP2cD6e,910763,"albanian hip hop, german hip hop",65,Zuna
5XlSS9O4eHRiJ0hKzbaFQ2,907843,"anthem worship, ccm, christian alternative rock, christian music, world worship, worship",63,Kari Jobe
55fhWPvDiMpLnE4ZzNXZyW,907552,"alt z, dance pop, pop, post-teen pop",74,Noah Cyrus
3ycxRkcZ67ALN3GQJ57Vig,906918,alternative r&b,72,Masego
3NRFinRTEqUCfaTTZmk8ek,906499,"australian pop, boy band, dance pop, europop, pop rock",66,Savage Garden
4bYPcJP5jwMhSivRcqie2n,903465,,75,Adam Levine
4GBFKKuwmZUnAJt6nBal7A,902127,"opm, pinoy pop punk, pinoy rock",59,Kamikazee
2y1VzMKAa5nmfXKtJL9jnj,901989,"basshall, turkish trap",71,Murda
3KNIG74xSTc3dj0TRy7pGX,900324,"alabama rap, pop r&b, r&b, trap",71,Yung Bleu
6nB0iY1cjSY1KyhYyuIIKH,899019,"afrofuturism, alternative r&b, art pop, dance pop, escape room, experimental r&b, pop, trip hop",65,FKA twigs
41X1TR6hrK8Q2ZCpp2EqCz,898361,"canadian hip hop, dark trap, vapor trap",79,bbno$
0YinUQ50QDB7ZxSCLyQ40k,896936,"cali rap, hip hop, pop rap, rap, southern hip hop, trap",77,Mustard
3RqBeV12Tt7A8xH3zBDDUF,896904,"contemporary country, country, pop",73,Kelsea Ballerini
2u4xMsh0M2B7R8Wb3pEWae,895799,"turkce drill, turkish hip hop, turkish trap, turkish trap pop",64,AnÄ±l PiyancÄ±
2ekGsQEkeMtYFA16Jjes2M,894730,"persian pop, turkish pop, turkish trap pop",56,Ä°lyas YalÃ§Ä±ntaÅ
2IUtwMti1OiT3lkW6RubgH,892769,filmi,67,K. S. Chithra
5GcWBUX00IPuWVGMIRK1sS,892584,venezuelan hip hop,66,Residente
2IiSMrjpXiteqhISWXkdUG,892252,"arabesk, deep turkish pop, turkish folk, turkish pop, turkish trap pop",58,Sibel Can
2ExGrw6XpbtUAJHTLtUXUD,886231,"dancehall, pop, uk dancehall, uk hip hop",70,Stefflon Don
1UNm54Ts7vBGKcWjbjEmMw,884536,"adoracao, brazilian gospel",59,Midian Lima
4FUMTycjZlEY6ZxMgqNjC8,883906,sertanejo pop,70,Tierry
3cqeO3muWIW5uSmUDNCmyT,882879,"classic bollywood, desi pop, filmi, indian indie, modern bollywood, sufi",59,Rekha Bhardwaj
45Yz90pqjzEdJzpEQg1eII,882321,"brazilian hip hop, rap df",65,Froid
4TjXA854eWs8P5EBgCbQmv,882119,"central asian hip hop, kazakh hip hop, kazakh pop, russian gangster rap, russian hip hop, russian pop",62,Jah Khalib
2dLBhX7dIdWL6Fsk9l0n1n,880482,"turkish pop, turkish trap pop",53,Feride Hilal AkÄ±n
6i392l38cR3uBPF0DbNs7S,879154,"hip hop, melodic rap, pop rap, rap, southern hip hop, trap",68,Quality Control
3Uobr6LgQpBbk6k4QGAb3V,877944,"modern rock, nu-metalcore",69,I Prevail
68kACMx6A3D2BYiO056MeQ,876599,"classic soul, disco, funk, motown, new jack swing, philly soul, post-disco, quiet storm, r&b, soul, southern soul, urban contemporary",61,Teddy Pendergrass
6eouuqqGggqDlYRV63cgPo,874754,"neo mellow, piano rock, pixie, pop punk, pop rock",60,Secondhand Serenade
6ohaQzKaXrobAL8paLSaxq,873187,"classic bollywood, desi pop, filmi, indian folk, modern bollywood, sufi",59,SalimâSulaiman
5CGQa62CAweD76eHlDmp1m,872613,"desi pop, punjabi pop",60,Dilpreet Dhillon
0f3EsoviYnRKTkmayI3cux,870486,"album rock, australian rock, classic rock, mellow gold, new romantic, new wave, new wave pop, rock, soft rock",66,Men At Work
2r8iLFeSTuOiZualHmSXxS,870055,"turkish hip hop, turkish trap, turkish trap pop",67,Patron
3pjq2pDV9RR6VY55wBjVnp,868630,"albanian hip hop, german hip hop",70,Dardan
3g2kUQ6tHLLbmkV7T4GPtL,867833,"art pop, chamber pop, indie pop, lilith, permanent wave, piano rock, pop rock, singer-songwriter",62,Fiona Apple
7zVYyYhGZxvPHPuhzReYHP,867547,"arabesk, deep turkish pop, turkish pop, turkish trap pop",58,Ziynet Sali
2NUz5P42WqkxilbI8ocN76,863521,"dancehall, reggae fusion",66,Vybz Kartel
63MCBZRiUdnqRsAOJwijiB,863046,"francoton, french hip hop, pop urbaine, rap francais",63,Sadek
4C29ETLBPmYKYwtJUepbJz,861762,"argentine hip hop, trap argentino, trap latino, trap triste",63,Seven Kayne
7z2avKuuiMAT4XZJFv8Rvh,860894,"indie anthem-folk, modern rock, pop, uk pop",69,Tom Walker
7LnaAXbDVIL75IVPnndf7w,860134,"hip hop, hip pop, neo soul, pop rap, r&b, southern hip hop, urban contemporary",68,Jamie Foxx
7BJjzi0JHyDHAsmVe21dGa,857060,turkish pop,64,Serdar OrtaÃ§
2Mu8h5sFkOziL0Rfn7FXIA,856470,"argentine rock, cumbia santafesina, cumbia villera",65,Leo Mattioli
2hgP9Ap2tc10R5jrQaEpMT,853619,chanson,63,Charles Aznavour
117XFtbZPnCI1EYKjYZWJc,852820,"opm, pinoy hip hop, tagalog rap",67,Skusta Clee
4OV6uYSnHxSYkjDYuBVBUz,849661,"francoton, french pop",63,Slimane
72beYOeW2sb2yfcS4JsRvb,847341,"desi hip hop, desi pop, hindi indie, indian edm, indian indie",63,Ritviz
46zuW8tHxwahYn7VNMgYTa,846678,turkish pop,64,YalÄ±n
7crPfGd2k81ekOoSqQKWWz,845433,"album rock, heartland rock, mellow gold",68,Stevie Nicks
2Jb9jVnCpWkXtoGznFJ6bF,844419,"argentine hip hop, trap argentino",70,Ecko
3IiSjfHNSsynS08uC6w9u3,844320,"turkish hip hop, turkish pop, turkish trap pop",58,Sancak
0g9vAlRPK9Gt3FKCekk4TW,843105,"alternative hip hop, conscious hip hop, escape room, hip hop, rap, southern hip hop, underground hip hop",60,Ab-Soul
01m2XZ7m7rAz6KY3scTdaV,841262,"argentine hip hop, trap argentino, trap latino",64,Neo Pistea
1mBydYMVBECdDmMfE2sEUO,840580,"desi pop, filmi, gujarati pop, modern bollywood, sufi",69,Sachin-Jigar
0QrUbsrL5imqntAfDl8i7q,838684,italian pop,68,Fred De Palma
6Y64EaNqpqcZYTgs4c76gF,838595,"pop, pop rap",73,jxdn
2vTbuBRo7ACOZ3JsCnaL7S,837800,opm,55,Kyla
1HsQw7SuwmxSH4r2aqF9DB,836931,turkish rock,58,Ä°kiye On Kala
1r1uxoy19fzMxunt3ONAkG,834958,"indie pop, indie rock, la indie, pop",76,Phoebe Bridgers
0CbeG1224FS58EUx4tPevZ,833883,"australian dance, big room, edm, melbourne bounce, melbourne bounce international, pop dance",75,Timmy Trumpet
2LUi4eKMEFKFM4awgurcSs,833020,"francoton, french hip hop, pop urbaine, rap francais",58,4Keus
6X8WdFjrNhXATMDSs26aCc,832379,"alternative hip hop, dirty south rap, gangster rap, hip hop, new orleans rap, pop rap, rap, southern hip hop, underground hip hop",68,Curren$y
5Pb27ujIyYb33zBqVysBkj,829843,"australian electropop, indietronica",72,RÃFÃS DU SOL
6i3DxIlAqnDkwELLw4aVrx,829772,"latin pop, viral pop",68,Lele Pons
3QLIkT4rD2FMusaqmkepbq,829721,"dance pop, pop, pop rock, viral pop",66,Rachel Platten
5nH2klYTzn8CNvUv1GOGQO,828999,"francoton, pop urbaine",59,Eva
2Hjj68yyUPiC0HKEOigcEp,828929,"dance pop, neo mellow, pop, pop rock, post-teen pop, urban contemporary, viral pop",64,Jesse McCartney
5CiGnKThu5ctn9pBxv7DGa,823943,"electropop, pop, pop rap",76,benny blanco
1nIUhcKHnK6iyumRyoV68C,823726,"classic soundtrack, italian soundtrack, soundtrack, vintage italian soundtrack",67,Ennio Morricone
7IgzsWd4tWIn70uh6dAq8d,823128,"turkish pop, turkish rock",60,SeksendÃ¶rt
3sDbKMebVH2VYcRSl7u1VC,822135,"ccm, christian alternative rock, christian indie, christian music, world worship, worship",66,for KING & COUNTRY
23xJQJM7peht77DF6YNEoq,821337,turkish rock,63,Model
6CxZzQFUTM6AzgluGwtq5w,820638,"neo soul, new jack swing, quiet storm, r&b, urban contemporary",62,Charlie Wilson
7fIvjotigTGWqjIz6EP1i4,819934,"adult standards, brill building pop, classic soul, disco, funk, mellow gold, motown, quiet storm, soul",65,Four Tops
2civFPMAiigAwTEUKkeRW2,819287,"funk carioca, funk ostentacao",58,Mc Brisola
0Y4inQK6OespitzD6ijMwb,818667,"alternative hip hop, hip hop, indiana hip hop, rap, southern hip hop, underground hip hop",71,Freddie Gibbs
3ZGr7nQBXDU2WhyXgRVbt0,818568,"australian reggae fusion, reggae fusion",68,Sticky Fingers
1SZXYhJz4sqEss888VmWLP,815092,"funk carioca, funk ostentacao, funk paulista",56,Mc Brinquedo
2ptKt4yP4mYRZmvi09JYyi,814871,"francoton, french hip hop, pop urbaine, rap francais",65,Timal
6YVMFz59CuY7ngCxTxjpxE,814337,"k-pop, k-pop girl group",67,aespa
0XIKGBo9PnK1ApI5tZA60d,813625,"pop, pop r&b, pop rap, r&b, rap latina",64,DaniLeigh
7bchfd9ZihGesFniE7tM71,813574,"turkish hip hop, turkish trap, turkish trap pop",61,Velet
7e52Ytzjj1q71DUj2cSlch,813033,"europop, german pop",63,Sarah Connor
35l9BRT7MXmM8bv2WDQiyB,808864,"bedroom pop, bubblegrunge, indie pop",73,beabadoobee
2Z9KL8Zmqx5Sg3cd7Fldhl,808600,"deep german hip hop, german drill, german hip hop",67,Olexesh
2LmcxBak1alK1bf7d1beTr,807033,"latin, reggaeton, reggaeton flow, trap latino",76,Juhn
27mFvqQj8KpjmdKIqcw1mG,805633,"social media pop, trap",65,Ayo & Teo
5j21TGkrNEAJe3gG9VlS34,805282,german hip hop,70,Shindy
4i4ALRtQQmFxn3BCIB6iC0,805001,"turkce slow sarkilar, turkish pop",62,GÃ¶ksel
4FGcERJWMg8ENOLixwF71U,804128,"brazilian edm, nova mpb",67,Vitor Kley
51YBtWvwOP37hIGmnxf4yC,802071,"turkish folk, turkish jazz, turkish pop",56,Candan ErÃ§etin
0ZUvK7zGdXLd78mQr3t1Tw,800852,"alt z, indie pop, la indie, pop",72,Ricky Montgomery
7mDU6nMUJnOSY2Hkjz5oqM,799684,"canadian contemporary r&b, canadian hip hop, pop rap, r&b, trap, trap soul",66,Roy Woods
0yniDkE5y7ci4X9OtLBXaQ,799602,"desi pop, punjabi pop",57,Sukh-E Muzical Doctorz
34bhyY8jfKez7uKakMfy4y,799363,"contemporary country, country, country pop",65,Maddie & Tae
3TozxPbDes76aGFdfv7PMv,798611,"desi pop, punjabi pop",58,Jordan Sandhu
1lfD2lvoDctsMr6grjYOb5,798494,turkish pop,53,Ece SeÃ§kin
0CrGLmfVKzk9rAyiNb91ft,797727,"sertanejo, sertanejo pop, sertanejo universitario",64,Diego & Arnaldo
2TL8gYTNgD6nXkyuUdDrMg,797045,"neo mellow, pop, viral pop",70,Jasmine Thompson
6I3M904Y9IwgDjrQ9pANiB,795459,"smooth jazz, smooth saxophone",65,Kenny G
4Nrd0CtP8txoQhnnlRA6V6,795446,"francoton, french pop",65,Vianney
4Otx4bRLSfpah5kX8hdgDC,794951,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, hip pop, new jersey rap, rap",60,Naughty By Nature
4frXpPxQQZwbCu3eTGnZEw,794864,"afrofuturism, indie soul",69,Thundercat
2k8fAJK9HbH1FhqVpZL98P,793611,"francoton, french hip hop, pop urbaine, rap francais, rap marseille",58,YL
1dqPqXbxxYtCtLbKeAN2Ss,792327,"desi pop, punjabi pop",53,Akull
41qil2VaGbD194gaEcmmyx,787930,"hip hop, pop rap",69,Will Smith
2ISiyx4DLCMAMBCvPesCoq,786756,"russian dance, russian pop",66,JONY
2ydZrTy8U3kOMOzx20s3dg,783831,"latin, latin hip hop, reggaeton, reggaeton flow, trap latino",77,DJ Nelson
0fiWOxhsBsQQvFDtxUQWo0,780462,contemporary country,71,Brett Young
0QHGCPmM4UgeNvrNPntSlu,780225,"brazilian hip hop, r&b brasileiro, rap feminino nacional",68,Cynthia Luz
3tJELJoPZ4VTKmL0vppqLj,776428,"turkish hip hop, turkish trap, turkish trap pop",61,Contra
0Y3agQaa6g2r0YmHPOO9rh,775171,"afropop, ghanaian hip hop, nigerian pop",70,DaVido
5GHeXsPtAVd0KLe1oMikxm,774528,"adoracao, brazilian gospel, coral gospel, groove gospel",62,Kemuel
3nZa8vRD64ueq3d0JNYTsl,774167,"opm, pinoy rock, pop rock",53,6cyclemind
0SnyKkoyBaB2fG8IJH4xmU,772942,"argentine rock, latin alternative, latin rock, rock en espanol, rock nacional",63,Los Piojos
0HkcYmcjrBR3SCw9Ld5VZk,771830,"chicago rap, melodic rap, rap, southern hip hop, trap, vapor trap",64,Calboy
6AwwLwgIsTIXZ8kHWaZUj5,770499,"afghan pop, classic bollywood, desi pop, filmi, modern bollywood, sufi",57,Sandesh Shandilya
7keGfmQR4X5w0two1xKZ7d,766441,"new french touch, pop dance, tropical house",74,Kungs
3aVoqlJOYx31lH1gibGDt3,765480,"neo soul, new jack swing, quiet storm, r&b, urban contemporary",60,Babyface
2JwyRtuXf2l6sTnSnGVIa1,765118,german hip hop,70,Farid Bang
1SrWbIDP84JcSDr0oTBAQw,763114,"opm, pinoy hip hop, tagalog rap",57,Matthaios
0wCKNMsqYasJBFVagjay49,762081,"turkish deep house, turkish pop, turkish trap pop",60,Hadise
0H39MdGGX6dbnnQPt6NQkZ,760567,"melodic rap, pop rap, rap, slap house, trap",76,SAINt JHN
224CDJhbm230iSo9ZomTWe,759734,"german pop, german pop rock",59,Max Giesinger
5elcNQkZ6FCZA3grSOMngY,759656,opm,62,MYMP
74YbW6s8CZdaYLxJU9HeS7,759403,"francoton, french hip hop, pop urbaine, rap francais",61,Mister You
4vnmifnGOeRXfNTRtgd4Tj,758807,"francoton, french hip hop, french pop, pop urbaine, rap conscient",60,Sexion d'Assaut
0YMeriqrS3zgsX24nfY0F0,758029,"canadian indie, canadian rock, kingston on indie, ontario indie, rock",62,The Tragically Hip
3wbCeEPAW6po7J46netxMT,756994,"opm, pinoy indie, pinoy reggae, pinoy rock, pop rock",56,Up Dharma Down
0Ntl0oWMPWfBOoi9Qcr9ht,756965,"francoton, french pop",64,Vitaa
3nlHsNqwCSvT988ZfSW1Yh,755608,"dance pop, europop, soft rock",66,Ronan Keating
4rp8rIXbwp93MnStnqDGQD,753712,"partyschlager, schlager",59,Andreas Gabalier
4ETSs924pXMzjIeD6E9b4u,753058,"bedroom soul, pop",76,Surfaces
2qWK8K2Jfh67UqtwY8tCW6,752643,"argentine hip hop, trap argentino",67,YSY A
3nDNDLcZuSto4k9u4AbcLB,752194,"german hip hop, german pop",65,Marteria
4f7KfxeHq9BiylGmyXepGt,748604,"desi pop, modern bollywood",78,Tanishk Bagchi
4puAp107dCehraE47QXVQX,745740,"trap argentino, trap latino, trap triste",71,C.R.O
7zYj9S9SdIunYCfSm7vzAR,744799,k-pop,68,SOMI
2vm8GdHyrJh2O2MfbQFYG0,744665,"acoustic pop, ectofolk, indiecoustica, lilith, neo mellow, pop, pop rock, stomp and holler",63,Ingrid Michaelson
4VuARVJiWGsH2msKTdsKdQ,744376,"albanian hip hop, german drill, german hip hop",66,Veysel
7fT2Me47PQ8T7954PKrcwR,743449,"argentine hip hop, trap argentino, trap latino, trap triste",67,Bhavi
1iJrQKRh5aJnp6cG5lpITr,742787,"turkish hip hop, turkish trap, turkish trap pop",63,Khontkar
4uGB0nZ5d1iCXS3sHR3pzm,742505,turkish pop,58,GÃ¶khan TÃ¼rkmen
3nF0yXDatdq9xV279nEs5X,741516,"turkish pop, turkish trap pop",57,Kahraman Deniz
2ZRQcIgzPCVaT9XKhXZIzh,741174,"dance pop, edm, electro house, pop, pop dance, tropical house",74,Gryffin
0RHiqaoRCsFLPeEuj3OQz4,740835,"classic opm, opm, papuri, pinoy praise",56,Gary Valenciano
3SrFQDUN5DXQDZc3kygriW,735966,"turkish pop, turkish rock",58,YÃ¼ksek Sadakat
0WleeEe3UurwlNbDGhb5Yz,734840,"opm, pinoy hip hop, pinoy r&b, tagalog rap",56,ALLMO$T
2pHk4wAmL7ofTAuvCIUWtv,732000,"belgian hip hop, french hip hop, new french touch, rap calme",63,RomÃ©o Elvis
6ZgBJRjJsK1iOJGKGZxEUv,731999,opm,56,South Border
5h2jTdwf4p0dM34aBykPzZ,731687,"turkish pop, turkish trap pop",56,Ä°rem Derici
2PJEagPIxaBugeMjIyKVXF,730514,manchester hip hop,71,Aitch
5yPzzu25VzEk8qrGTLIrE1,730192,"hip hop, rap, southern hip hop, trap, underground hip hop, vapor trap",73,Young Nudy
7LvDTuFCBv08xm6u1pOMK0,729993,"opm, pinoy singer-songwriter",59,TJ Monterde
1WXbiUMl1AT9Inb619xPUg,729656,"funk carioca, rap baixada fluminense, trap carioca",71,BIN
5XDJlfdfbGNJrOJJNxTcdq,728399,"deep underground hip hop, oc rap, pop r&b, r&b, sad rap",64,Phora
3ljuRRLVJKgXJKO0xNqzi6,726988,latin viral rap,55,Zarcort
1Hy8tdpH9ygqoohumHZqVl,726763,"turkish pop, turkish punk, turkish rock",58,Athena
6U1dBXJhC8gXFjamvFTmHg,724303,"dance pop, hollywood, post-teen pop, show tunes",71,Zac Efron
4iMO20EPodreIaEl8qW66y,724215,"bedroom pop, modern rock, oakland indie",74,Still Woozy
6cXMpsP9x0SH4kFfMyVezF,722742,operatic pop,62,Josh Groban
6ZIgPKHzpcswB8zh7sRIhx,722255,"argentine rock, latin alternative, latin rock, rock en espanol, rock nacional, ska argentino",61,Divididos
1cfG7UM0OD4O1II1nd15Qo,720773,"desi pop, filmi, modern bollywood, sufi",62,Ash King
1XKjtpH5P81gpOXDB91IEB,720698,"albanian hip hop, german hip hop",58,Miami Yacine
7lIVjtsgz0y1oRQFBAVNzq,719238,"opm, pinoy rock",54,Mayonnaise
6nVcjUJemqpJjc1WevwTvL,719118,"latin alternative, latin rock, rock en espanol, rock uruguayo",63,La Vela Puerca
6wMr4zKPrrR0UVz08WtUWc,719069,"afro house, deep house, south african house, south african pop dance",62,Black Coffee
76whng5pl9msPkkjFUtWYn,716628,"latin, latin hip hop, reggaeton, reggaeton flow, trap latino",60,Tempo
1AhjOkOLkbHUfcHDSErXQs,715787,"asian american hip hop, chill r&b, pop",70,88rising
1wAtSe79kItIb9nf5EhI2Q,714998,"francoton, french hip hop, pop urbaine, rap francais",64,Niro
7knmbOGe07k85GmK50vACB,714994,"chanson, francoton, french pop, french rock, french synthpop",61,Indochine
5VfqJBmXcf6ZqXoGij5qTE,714473,"hip pop, neo soul, new jack swing, quiet storm, r&b, urban contemporary",57,Tevin Campbell
3uJx5SnOM59Li7lCxA3b29,714397,"melodic rap, rap, southern hip hop, trap, vapor trap",64,Lil Keed
2RQ8NtUmg5y6tfbvCwX8jI,712727,turkish pop,62,Kenan DoÄulu
2kZThDGZcHl4klYYFk0v8n,712665,"opm, pinoy rock, pop rock",54,Moonstar88
6gbGGM0E8Q1hE511psqxL0,710481,"r&b, urban contemporary",59,Ray J
6U3ybJ9UHNKEdsH7ktGBZ7,710168,"hip hop, rap, underground hip hop",73,JID
2JyWXPbkqI5ZJa3gwqVa0c,708849,"british soul, dance pop, r&b, urban contemporary",67,Craig David
5tKXB9uuebKE34yowVaU3C,708341,"dance pop, post-teen pop",67,Iyaz
1bNjWBFWsAAzZSR59lRdpR,708014,"afro house, afro soul, amapiano, south african pop",60,Kabza De Small
6P5NO5hzJbuOqSdyPB7SJM,707991,"alt z, electropop, indie pop, pop",71,Ashe
07SFzTMeYf5P8Rd32a9Zzw,706382,german hip hop,68,AK AUSSERKONTROLLE
