track_id,popularity,explicit,name,artist_name,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
1fWITNjgwmKEonjikQUaa1,58,False,Avançada,MC Kevinho,1mXAhKnZEdF6rotyyd4GBi,0.602,0.9,8,-1.507,1,0.13,0.04,0,0.386,0.752,149.616,1fWITNjgwmKEonjikQUaa1,115200,4
3n5te2xbUAPjzAnhLgA42z,69,True,Let's Fall in Love for the Night,FINNEAS,37M5pPGs6V1fchFJSgCguX,0.737,0.408,5,-7.941,1,0.104,0.802,0,0.171,0.374,127.918,3n5te2xbUAPjzAnhLgA42z,190348,4
00PesUdTmC3Y5xtZbZND0p,64,False,Hard For Me,Michele Morrone,03fLoIOO015incUitpfkad,0.451,0.291,10,-11.764,0,0.036,0.812,0,0.0983,0.158,81.326,00PesUdTmC3Y5xtZbZND0p,177947,4
6jcGoHrqfRW6fI2I6xtwBQ,62,False,Deus é por nós,MC Marks,04QHNiih9ZesPvals6II1h,0.782,0.475,8,-9.535,0,0.132,0.247,0,0.0785,0.441,94.928,6jcGoHrqfRW6fI2I6xtwBQ,247592,4
47UUjZbqZjcrzELnFBB1Ht,61,False,Teka Lang,Emman,3FwNjtXQCdxpDOXmgJQGnG,0.586,0.169,2,-15.515,1,0.0324,0.76,0,0.0909,0.197,87.003,47UUjZbqZjcrzELnFBB1Ht,196583,4
1624vqUVv4mXnaV1M4z6Fd,46,False,Cuiar Assim,"Dream Boyz, Arieth Feijó","2T1cjraXeFGf3neQE2MHmf, 5jzapBMcVjDFRXFy4e2PgA",0.637,0.605,6,-6.622,0,0.207,0.182,0.00428,0.11,0.714,91.794,1624vqUVv4mXnaV1M4z6Fd,230217,4
7pDcS0EVMJR0YwjXmHcCRg,64,False,TOMA,"Luísa Sonza, Mc Zaac","4PzYKhC14sTJNEr0dzoo0d, 76Xa625geVw0Q7BdyxNjA2",0.762,0.597,5,-5.306,0,0.282,0.0999,0,0.19,0.267,75.063,7pDcS0EVMJR0YwjXmHcCRg,129655,4
4qvj3d3vibQuxUPUj8rIWz,0,False,Came From This,Betsy David,5ymceTqcPxt1Wc2rcraut8,0.653,0.197,7,-17.977,0,0.0696,0.104,0.737,0.0972,0.514,152.041,4qvj3d3vibQuxUPUj8rIWz,107426,4
2ZPDsLbLAOwNYfWZMxTbcH,0,False,Take Me Back,Dorthy Terry,5yz46P4WSrZOmHHT4hXshK,0.556,0.757,1,-11.332,0,0.037,0.033,0.415,0.162,0.637,122.742,2ZPDsLbLAOwNYfWZMxTbcH,202553,4
5YoTsPl0hc5bDdyhPPorUO,0,False,Iced Journey,Silver Francis,5OeFObBovpx2Ib2yAwU3hO,0.802,0.391,8,-14.63,1,0.095,0.114,0.835,0.122,0.463,113.26,5YoTsPl0hc5bDdyhPPorUO,139794,4
0mi9oVaUsMq7kcJRqU1EHr,0,False,Bachelor Life,Sammy Wellz,0CY58kSdTjT30hGuuFW9N6,0.791,0.518,1,-13.674,1,0.0496,0.474,0.911,0.102,0.282,105.691,0mi9oVaUsMq7kcJRqU1EHr,171602,4
1w3skssKTF2ahJgnJMwbQF,0,False,Cook It Up,Angel Woodward,6XNIpaZ20z54hXfWy6l7uC,0.774,0.364,10,-15.779,0,0.11,0.339,0.911,0.104,0.649,101.146,1w3skssKTF2ahJgnJMwbQF,104457,4
56MMTv247tnNltQ5wPpJ3S,0,False,Childish Games,Willy Gamble,5d9MILKTfILTEWOvOMN2Zl,0.732,0.169,8,-19.301,1,0.246,0.37,0.936,0.108,0.55,169.131,56MMTv247tnNltQ5wPpJ3S,125046,4
3cIL8inYLzyaKB24bfNqbQ,0,False,Dear My City,Carol Fletcher,6BIcxcpzRWS9ztO8f4W6su,0.746,0.219,10,-18.089,1,0.28,0.393,0.305,0.114,0.211,181.225,3cIL8inYLzyaKB24bfNqbQ,137820,4
7Gwz6SFWhkuidl1GaNa1AP,0,False,Blowing Seeds,Alexa Duna,1YNkUZE5Qp5SVzBsQUoact,0.745,0.307,0,-19.997,0,0.386,0.12,0.946,0.116,0.393,90.615,7Gwz6SFWhkuidl1GaNa1AP,137820,4
7Adjq4jJ3GD1T7K7LEnvpe,0,False,Too Crabby,Titus Legend,0ua7cgHh4uK9r1nbqlat8u,0.78,0.344,7,-8.781,0,0.0546,0.0959,0.92,0.11,0.441,155.841,7Adjq4jJ3GD1T7K7LEnvpe,234243,4
4BU5hPdPj0ognvwhTNHV1d,0,False,Stand Alone,Melisa Boone,62O7NiiZ4rAz8tLHxJApaH,0.715,0.494,1,-16.78,1,0.0385,0.00993,0.933,0.0533,0.36,159.599,4BU5hPdPj0ognvwhTNHV1d,216632,4
32i770VDoi9k3dJ8vHuoqF,0,False,Nolp,French Plouc,4EhzGWzAzBsDUnMK8Ydroc,0.664,0.46,9,-17.479,0,0.0598,0.00828,0.563,0.142,0.827,120.012,32i770VDoi9k3dJ8vHuoqF,61989,4
2csOnM8SS62sZYll6asoHL,34,False,Chuva de Papel,Deejay Telio,7BWNRZyZ9mhgp5t0m7Ny0n,0.902,0.655,10,-8.559,0,0.0958,0.13,0.055,0.0728,0.519,130.068,2csOnM8SS62sZYll6asoHL,147745,4
51uXmhqGR76tT2UeKZyeN6,63,False,Quero Você do Jeito Que Quiser,"Marília Mendonça, Maiara & Maraisa","1yR65psqiazQpeM79CcGh8, 59jlthNnbmim5l9tmNA7se",0.698,0.604,4,-4.574,1,0.0457,0.501,0,0.251,0.353,127.707,51uXmhqGR76tT2UeKZyeN6,215979,4
6dn4mzROpqbmUgwkwmKY53,23,False,Sangue,9 Miller,4yqP75Gm0jSMIS1gQ7s6lX,0.756,0.578,8,-7.835,0,0.468,0.3,0,0.114,0.435,159.027,6dn4mzROpqbmUgwkwmKY53,250409,4
0RLLvYBopDwooCyvnTwgYu,79,True,F.N,Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,0.567,0.515,6,-10.265,0,0.247,0.354,0,0.078,0.321,120.1,0RLLvYBopDwooCyvnTwgYu,224000,1
38man2ePWC9MoUsBQew9rj,34,False,In',Papillon,0Mum6waR8P9WICLVTpSi1d,0.614,0.337,4,-11.35,0,0.231,0.832,0.0368,0.131,0.2,125.969,38man2ePWC9MoUsBQew9rj,182293,4
3kDGZp0h2UiCz5JgcCyqBC,34,False,Soft,T-Rex,6QHREBOQktWsYBfrxW93rk,0.556,0.628,5,-9.621,0,0.37,0.486,0,0.33,0.452,94.883,3kDGZp0h2UiCz5JgcCyqBC,189574,4
14k0poH7ibLhg4kz4PGKSJ,42,False,MELHOR OU PIOR,WUANT,1e41j69uuTxKyBri9WBtyT,0.633,0.822,4,-6.178,0,0.0306,0.123,0,0.364,0.376,124.987,14k0poH7ibLhg4kz4PGKSJ,218694,4
2XymTaHTrQWDEuSyhfZvqF,64,True,Antes,Matuê,5nP8x4uEFjAAmDzwOEc9b8,0.769,0.611,1,-4.229,1,0.0601,0.12,0,0.338,0.548,149.949,2XymTaHTrQWDEuSyhfZvqF,169092,5
2c80HnIOPMmQQVQllQEWb5,68,True,É Sal,Matuê,5nP8x4uEFjAAmDzwOEc9b8,0.708,0.734,6,-4.997,0,0.119,0.173,0,0.0957,0.459,159.915,2c80HnIOPMmQQVQllQEWb5,157687,4
0bV0LtjtZH76gD0ujPYS3n,67,True,Gorilla Roxo,Matuê,5nP8x4uEFjAAmDzwOEc9b8,0.668,0.814,10,-4.218,0,0.106,0.0614,0,0.133,0.276,134.988,0bV0LtjtZH76gD0ujPYS3n,165337,4
4OfKTnuccYFO1xxF4tCvRE,58,True,Vem Chapar,Matuê,5nP8x4uEFjAAmDzwOEc9b8,0.696,0.831,7,-3.764,1,0.227,0.166,0,0.101,0.242,94.936,4OfKTnuccYFO1xxF4tCvRE,165789,4
23bemRVqcUNl1ujD87upis,57,False,O Nosso Amor,"Soraia Ramos, Calema","6Hdj9MS399KY29SP12gI0L, 6PIIKavZx20FlVKyIvb4Um",0.54,0.568,1,-9.788,0,0.147,0.641,7.83e-06,0.15,0.408,89.681,23bemRVqcUNl1ujD87upis,286379,4
59CnMc5PR9GdDFEVOpHSg9,0,False,"Rave do Papa - Deluxe (feat. Mc Rennan, MC Bruna Alves, MC BN & MC Rick) - Remix","Dj W-Beatz, Ventura, Mc Rennan, MC Bruna Alves, MC BN, MC Rick","1359cXd992MwCyGCgbPDcS, 0awYrHoDgY7bTDlAb3wGuF, 6ZiGAU6TJQEyidFQ22eIOS, 2Y3kRJYYun9lDcRMM7ulQg, 53oDruB0rSeXCNPfAAJSoK, 1mvpEXClANunyiHFtAXCxt",0.804,0.896,7,-2.814,0,0.298,0.504,0.000154,0.0778,0.636,132.986,59CnMc5PR9GdDFEVOpHSg9,203919,4
5TatshLgTeYhPYOCVmPLfG,52,True,Mlk Sonhador,Greg Ferreira,2e8RAcYXYt5IStoaaQWcG8,0.827,0.494,6,-9.443,0,0.109,0.493,2.88e-05,0.122,0.653,106.026,5TatshLgTeYhPYOCVmPLfG,181629,4
7asFSf2pkWNEG3E5EuN1QR,65,False,Take Over,"League of Legends, MAX, Jeremy McKinnon of A Day To Remember, Henry","47mIJdHORyRerp4os813jD, 1bqxdqvUtPWZri43cKHac8, 4aQY8buO08AQLaDOuLs6Yn, 1sjw4xq2pAWy5Vdgba5QAt",0.446,0.73,6,-3.916,0,0.17,0.18,0,0.118,0.39,107.918,7asFSf2pkWNEG3E5EuN1QR,213853,3
4T4AhK8ENsdc2zB6IzyjsI,48,False,Ronaldo,Chico da Tina,7xDYCf4fsGxHBp8Blo9D94,0.778,0.459,7,-9.25,0,0.0817,0.668,0,0.093,0.289,125.048,4T4AhK8ENsdc2zB6IzyjsI,182400,4
5UJIchMHQvPgr244MecVzO,53,False,Bem-Disposto,Rony Fuego,0DxsiYPUEWLY4HjaUDM8Lk,0.77,0.768,1,-3.978,1,0.196,0.0768,0,0.107,0.869,101.03,5UJIchMHQvPgr244MecVzO,215050,4
05vnos9Hfj27gKeReNWDNF,41,True,Break It,mishlawi,27zRRhF2K0ai7JQxgAOZMF,0.852,0.441,2,-11.949,0,0.0663,0.524,0.000266,0.0729,0.83,133.072,05vnos9Hfj27gKeReNWDNF,144982,4
5zyBrUKAbuPwDEkyeH6aYw,0,False,My Baby,Carlo San Juan,7uV0jUaCsqKvwLEboFxK6s,0.891,0.53,7,-14.749,1,0.0371,0.088,0.867,0.139,0.745,114.99,5zyBrUKAbuPwDEkyeH6aYw,143490,4
4c21Aq5C8YMDBQWt9bjYBF,51,False,Se Ferrou,"MC Kevinho, DENNIS","1mXAhKnZEdF6rotyyd4GBi, 6xlRSRMLgZbsSNd0BMobwy",0.804,0.854,0,-3.923,1,0.0908,0.223,0,0.0631,0.823,150.021,4c21Aq5C8YMDBQWt9bjYBF,145600,4
0lFriVqCSt5QaH0OXsQNpv,41,False,A Terra Gira,Os Quatro e Meia,4pHDBbJMWvniiMjrhi2rfE,0.439,0.369,1,-9.664,1,0.0439,0.61,6.12e-06,0.147,0.34,140.424,0lFriVqCSt5QaH0OXsQNpv,197507,5
6MrbmTRF9s1GF2ONK5tXzX,46,False,Nada a Esconder,Slow J,7crp1tZcefnjT5RuL6WZQ0,0.684,0.528,0,-6.388,1,0.0638,0.65,0.0034,0.139,0.145,116.726,6MrbmTRF9s1GF2ONK5tXzX,218259,4
0Q3sh5WiTcP0wrvfGbTu2R,34,False,2020 (feat. Slow J),"Lhast, Slow J","46uaNKR4GSjmDEK732EeVw, 7crp1tZcefnjT5RuL6WZQ0",0.689,0.566,5,-5.591,1,0.161,0.631,0,0.0769,0.413,123.673,0Q3sh5WiTcP0wrvfGbTu2R,203813,4
0E7BCSydeVITR4aPf0lpX5,34,False,Pluto (feat. LON3R JOHNY),"Lhast, LON3R JOHNY","46uaNKR4GSjmDEK732EeVw, 1fV7Au7ymGP3uhDV1TfjSd",0.53,0.333,1,-10.413,0,0.0778,0.358,4.2e-06,0.152,0.0541,89.934,0E7BCSydeVITR4aPf0lpX5,259992,3
4luNL4KVpSkJb2DnpaBHPs,38,True,Bunda,"Joint One, Lójico","5W4i9lwHlsuhSL6Mw4KvCQ, 6PRzGdn4WO9juMXyq2QRBw",0.653,0.725,8,-7.387,1,0.0812,0.283,0,0.104,0.657,90.5,4luNL4KVpSkJb2DnpaBHPs,160007,4
1gGUYAHSRaidPrCRvXOYs2,24,False,Pa'Cima,Lhast,46uaNKR4GSjmDEK732EeVw,0.737,0.542,3,-5.622,0,0.0734,0.0877,0,0.102,0.464,140.007,1gGUYAHSRaidPrCRvXOYs2,187132,4
3x3vUHznzPNEbXTJBUkhZb,51,True,Tinoni,T-Rex,6QHREBOQktWsYBfrxW93rk,0.952,0.583,11,-7.781,0,0.337,0.17,0,0.101,0.689,121.025,3x3vUHznzPNEbXTJBUkhZb,152000,4
73nNXl2PZ1Z6j2pbfl8N8R,46,False,Ouvi Dizer,Ornatos Violeta,4urt2xl0g8G7PMl5NXnGbu,0.526,0.54,4,-6.587,1,0.0261,0.485,0,0.0962,0.384,82.021,73nNXl2PZ1Z6j2pbfl8N8R,230907,4
3ZJC7xO1GdWF5rj8VqXU2C,47,False,00 Fala Bonito,Papillon,0Mum6waR8P9WICLVTpSi1d,0.499,0.695,5,-6.507,1,0.348,0.584,0,0.0723,0.416,171.931,3ZJC7xO1GdWF5rj8VqXU2C,212093,4
03pHHhT3OtZJFXAe8WCorq,38,False,Wappa / Frozen,"9 Miller, Mizzy Miles","4yqP75Gm0jSMIS1gQ7s6lX, 0QoKkMC6uy7fUng96fab1I",0.668,0.621,1,-8.717,1,0.486,0.218,0,0.0904,0.499,99.145,03pHHhT3OtZJFXAe8WCorq,210634,5
3bUDPTCStUeLcUgXgvepQh,68,False,inesquecível,"GIULIA BE, Luan Santana","0kjGPGtoyKwKVOZAKmv5K6, 3qvcCP2J0fWi0m0uQDUf6r",0.671,0.773,8,-5.479,0,0.0916,0.0716,0,0.122,0.616,99.942,3bUDPTCStUeLcUgXgvepQh,186520,4
6RGi8itsSREGyjj6XviHC2,29,False,Sangue,9 Miller,4yqP75Gm0jSMIS1gQ7s6lX,0.756,0.578,8,-7.835,0,0.468,0.3,0,0.114,0.435,159.027,6RGi8itsSREGyjj6XviHC2,250409,4
32u7o3UWWE8n9GdUsuLSmM,20,False,Life,9 Miller,4yqP75Gm0jSMIS1gQ7s6lX,0.797,0.46,8,-10.207,1,0.213,0.2,0,0.0956,0.254,105.067,32u7o3UWWE8n9GdUsuLSmM,165607,4
2KIbaiIBhLWVJvxvTB8Eu9,23,False,Sai da Frente,9 Miller,4yqP75Gm0jSMIS1gQ7s6lX,0.661,0.771,1,-8.452,1,0.606,0.164,0,0.51,0.336,75.769,2KIbaiIBhLWVJvxvTB8Eu9,208536,4
0BKspTHUsWVyoCLApF0N8G,34,False,Recomeçar,Fernando Daniel,3Cpjz5dY9HNR41QuMn3oYC,0.363,0.495,0,-7.033,1,0.0302,0.386,2.86e-05,0.115,0.257,74.418,0BKspTHUsWVyoCLApF0N8G,218760,4
6FNPB9UBk2uy61uMi6t3F9,38,False,Wappa / Frozen,"9 Miller, Mizzy Miles","4yqP75Gm0jSMIS1gQ7s6lX, 0QoKkMC6uy7fUng96fab1I",0.668,0.621,1,-8.717,1,0.486,0.218,0,0.0904,0.499,99.145,6FNPB9UBk2uy61uMi6t3F9,210634,5
2ZXJDPHsBf1jtwwldIWeiW,29,False,Sangue,9 Miller,4yqP75Gm0jSMIS1gQ7s6lX,0.756,0.578,8,-7.835,0,0.468,0.3,0,0.114,0.435,159.027,2ZXJDPHsBf1jtwwldIWeiW,250409,4
6YowAxI2HIbhAwumOqpldE,57,False,Through the Valley,Shawn James,2HPYUQ6GsPbZHvkyYe2jdm,0.471,0.485,3,-4.965,0,0.0372,0.25,2.23e-06,0.0771,0.356,113.542,6YowAxI2HIbhAwumOqpldE,220248,4
75JFxkI2RXiU7L9VXzMkle,82,False,The Scientist,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,75JFxkI2RXiU7L9VXzMkle,309600,4
0iQRPWxEkucBicEA3wauYI,40,False,Freaky,WiNDOH,6JdeUWTrO9Ou3GD1b07Xgs,0.733,0.399,4,-9.823,0,0.0701,0.405,0,0.094,0.3,135.013,0iQRPWxEkucBicEA3wauYI,183830,4
0djwZ9ZC5PNjTgFJgDHbN6,25,False,Plena,"Nelson Freitas, Julinho Ksd","6yWyIM8jA96kl3jlCXpabB, 7kR1Yw4RqYhhDD3a8QRyG6",0.841,0.618,2,-5.531,1,0.0943,0.246,0.00345,0.112,0.57,98.961,0djwZ9ZC5PNjTgFJgDHbN6,217273,4
6LruZ9lCeJmOvfuYKX3fbI,29,True,Pokémon,Mad 283,5hCD3ne9PkIC9mVzOJStwQ,0.874,0.476,2,-11.381,1,0.392,0.318,0.000128,0.176,0.523,137.048,6LruZ9lCeJmOvfuYKX3fbI,220730,4
20cn2KYYgyuxXRC3WynYZn,51,False,São Paulo,Yuri NR5,0Dx6HmR7Rhi8G1osUOxAew,0.771,0.515,10,-9.342,0,0.0543,0.416,2.24e-05,0.0467,0.314,124.002,20cn2KYYgyuxXRC3WynYZn,233247,4
4OBZT9EnhYIV17t4pGw7ig,75,False,Best Part (feat. Daniel Caesar),"H.E.R., Daniel Caesar","3Y7RZ31TRPVadSFVy1o8os, 20wkVLutqVOYrc0kxFs7rA",0.473,0.371,4,-10.219,0,0.0405,0.795,0,0.109,0.413,75.208,4OBZT9EnhYIV17t4pGw7ig,209400,4
5DmHgfqBr0ksk3QAjlttIm,37,False,Eu Tou Fixe,Yuri NR5,0Dx6HmR7Rhi8G1osUOxAew,0.748,0.432,0,-15.952,1,0.134,0.0217,0.00112,0.0784,0.274,156.046,5DmHgfqBr0ksk3QAjlttIm,278700,4
08LiZsFrLkWYtd20jeqWLh,56,True,Meu Lado da História,"Nandx710, Choji, David Gomes","6Kk3DH8cxWFrTq9ajqck22, 2gx1zKYcIAUboisufcHkjB, 16hlg6k7mG0fnOOWxVBmuV",0.678,0.141,7,-16.789,1,0.237,0.778,0,0.0787,0.367,113.69,08LiZsFrLkWYtd20jeqWLh,151897,4
3ItDfRY0NG9Fqaek65h8o8,47,False,Malibu,Yung SpaceGhost,6XsOyDRKR2HpSDEWYUsNJz,0.786,0.565,6,-6.706,1,0.0523,0.387,0.000182,0.168,0.474,145.038,3ItDfRY0NG9Fqaek65h8o8,163862,4
7vdq8RlxxuhB1GFIN9FIlI,31,False,No Me Ama,Lucenzo,5bv5RplEOwdCvhq0EILh9E,0.798,0.676,7,-6.01,0,0.0751,0.415,0,0.095,0.697,96.802,7vdq8RlxxuhB1GFIN9FIlI,167474,4
4h3SqMd5F16XJVdGp5fsZG,49,False,À nos souvenirs,Trois Cafés Gourmands,4wngxtsP87ozrQh05D90dO,0.676,0.856,1,-4.609,0,0.134,0.305,0,0.0955,0.455,133.847,4h3SqMd5F16XJVdGp5fsZG,192990,4
166Lpx4pr5vtIJYInQx4AJ,39,False,Sólido,Instinto 26,0XrDy5XUWRVcD4O8sSyzEV,0.63,0.678,7,-8.486,0,0.173,0.559,0,0.11,0.187,98.965,166Lpx4pr5vtIJYInQx4AJ,255151,4
62vpWI1CHwFy7tMIcSStl8,84,True,No Role Modelz,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,0.692,0.521,10,-8.465,0,0.33,0.301,0,0.0565,0.463,100.45,62vpWI1CHwFy7tMIcSStl8,292987,4
66ZD4DFAmJe3Y9jv2NXqgI,60,False,To Die For,Sam Smith,2wY79sveU1sp5g7SokKOiI,0.461,0.362,0,-7.87,1,0.0762,0.832,2.85e-06,0.098,0.309,171.604,66ZD4DFAmJe3Y9jv2NXqgI,193795,4
1F2K8y7e7STRGCySkEpBtT,60,False,My Oasis (feat. Burna Boy),"Sam Smith, Burna Boy","2wY79sveU1sp5g7SokKOiI, 3wcj11K77LjEY1PkEazffa",0.691,0.474,10,-8.742,0,0.0583,0.569,0.000626,0.099,0.381,143.783,1F2K8y7e7STRGCySkEpBtT,179917,4
1kbFuqqplamhfXK6BgtDgo,41,True,Plugg (Freestyle) - Remix,"sora9k, eddy0","4kPhFLTPr6FMuP8ZVxvD0n, 0IwWt2hhkBZeP8hpwjYrDZ",0.633,0.463,11,-13.156,0,0.081,0.263,0.000394,0.0719,0.333,154.954,1kbFuqqplamhfXK6BgtDgo,148650,4
03bCfdHWyj6Eolr5DwhVd0,47,False,Nada É Para Sempre,"Diogo Piçarra, Vitor Kley","3tOS3iTJSHwowFPRdR4Wsf, 4FGcERJWMg8ENOLixwF71U",0.687,0.418,7,-10.359,1,0.0637,0.448,0,0.0973,0.619,90.084,03bCfdHWyj6Eolr5DwhVd0,196000,4
3QSjVPObHxuAJc3E5nrjRn,71,False,VILLAIN,"K/DA, Madison Beer, Kim Petras, League of Legends","4gOc8TsQed9eqnqJct2c5v, 2kRfqPViCqYdSGhYSM9R0Q, 3Xt3RrJMFv5SZkCfUE8C1J, 47mIJdHORyRerp4os813jD",0.653,0.634,5,-5.875,0,0.0391,0.0232,0,0.0908,0.306,160.013,3QSjVPObHxuAJc3E5nrjRn,199125,4
3i7DYnwcLwCUHyaJlEh3od,42,False,Galileu,Dillaz,15p1isN7VcGsjeSq8s9YeP,0.891,0.376,7,-11.257,0,0.492,0.577,4.77e-05,0.0994,0.627,127.143,3i7DYnwcLwCUHyaJlEh3od,182362,4
0MrZX4ubbrpfweHuHxXUuk,50,False,The City is a Jungle,"Fumaxa, Richie Campbell, Julinho Ksd","1qMTgrvxRRHO3rflIONsCP, 2swvbEAfN70ZFcQB4Y7MaS, 7kR1Yw4RqYhhDD3a8QRyG6",0.87,0.677,4,-7.878,0,0.218,0.291,0.000182,0.117,0.487,103.972,0MrZX4ubbrpfweHuHxXUuk,265385,4
1X0MaGErD8rcspqQs9s2m0,68,False,Só Tem Eu,Zé Felipe,7cmuxPnXRJxwuYDHfbD8Eu,0.797,0.531,1,-10.554,1,0.0472,0.114,0,0.104,0.869,129.995,1X0MaGErD8rcspqQs9s2m0,164308,4
6fRiWGPo5btT0HZ9UXyAmY,40,False,VianaViceCity,Chico da Tina,7xDYCf4fsGxHBp8Blo9D94,0.841,0.537,11,-9.363,0,0.198,0.448,8.83e-05,0.123,0.55,82.007,6fRiWGPo5btT0HZ9UXyAmY,170000,4
0YLFjsPcB0ZoGh6hmS1eNV,47,False,Kriolu (feat. Julinho KSD),"Dino d'Santiago, Julinho Ksd","7qb2GMJaX4HeXqqPPyYdlr, 7kR1Yw4RqYhhDD3a8QRyG6",0.803,0.542,4,-9.769,0,0.149,0.459,1.8e-05,0.171,0.923,149.992,0YLFjsPcB0ZoGh6hmS1eNV,174413,4
5E1fOJ0NUbv60LMEzZ4KLn,39,False,Deitei Tarde Acordei Late,Chico da Tina,7xDYCf4fsGxHBp8Blo9D94,0.787,0.378,0,-12.144,1,0.0388,0.866,0.00641,0.096,0.614,124.926,5E1fOJ0NUbv60LMEzZ4KLn,157500,4
0WmSoWksyfhCME62WhkP2U,55,False,Romance de Cinema,Domingues,7BcPoZhXI08icbiq1mpxFx,0.509,0.528,7,-5.18,0,0.438,0.695,0,0.125,0.52,173.999,0WmSoWksyfhCME62WhkP2U,235862,3
51q1lTCMWVyDXemBA2gOcu,32,False,Olimpo (feat. Phoenix RDC & Virgul),"Valete, Phoenix Rdc, Virgul","32rAgIN6jhUQYhyoKa8agj, 5L3JOH0e3PcOrHKVMXrFna, 0qe3I1MOY8oFj3DuoWNwbq",0.543,0.785,8,-4.549,0,0.203,0.181,0,0.124,0.511,177.956,51q1lTCMWVyDXemBA2gOcu,235204,4
7ASe8dbFPoKGAALFd5kPM5,35,False,Ilha de Honshu (feat. X-Tense),"Valete, X-Tense","32rAgIN6jhUQYhyoKa8agj, 7JajP35zM35gnAvTZbwxDF",0.757,0.791,8,-3.607,0,0.14,0.438,0,0.202,0.636,120.043,7ASe8dbFPoKGAALFd5kPM5,184285,4
3vu864xi5Xis9VfOsJpmXu,66,False,Rainha da Favela,LUDMILLA,3CDoRporvSjdzTrm99a3gi,0.867,0.67,0,-3.839,0,0.0438,0.23,0.00468,0.0889,0.891,135.064,3vu864xi5Xis9VfOsJpmXu,160905,4
4dgZfzaPaEcvilKwIGuCfS,22,False,Rua do Poço dos Negros,Valete,32rAgIN6jhUQYhyoKa8agj,0.641,0.802,4,-4.877,1,0.339,0.144,0,0.761,0.611,171.857,4dgZfzaPaEcvilKwIGuCfS,216000,4
6WXglvTFRmjlHHhgjYMNif,67,False,Ilusão (Cracolândia),"MC Hariel, Alok, MC Ryan SP, Mc Davi, Salvador Da Rima","0pcoadNMmvrUyab1RxWBoV, 0NGAZxHanS9e0iNHpR8f2W, 75i9GaW2MJUgt4BkdUnuUY, 1cYhx7ZOhYoVmnDPb9KMwo, 3zUcyANWSbo98ikca4ugrV",0.628,0.624,9,-7.968,0,0.254,0.112,0,0.197,0.47,159.646,6WXglvTFRmjlHHhgjYMNif,324000,4
3fExatgv3vCcNT0CuU8mqM,43,False,Louco,"Piruka, Bluay","5iZ6jMDkRa7RKLQplJuQUC, 18jB1ZnaJSWmro1ExvqZo4",0.727,0.51,8,-6.706,1,0.145,0.492,0,0.146,0.586,78.016,3fExatgv3vCcNT0CuU8mqM,244000,4
1YVym9anLH8iIeVYbxoFvs,39,True,Coroa,Piruka,5iZ6jMDkRa7RKLQplJuQUC,0.767,0.764,9,-5.685,1,0.364,0.209,0,0.133,0.704,90.365,1YVym9anLH8iIeVYbxoFvs,160442,4
41lALydtkHeWvkjScj3MuV,43,False,Não Me Importo,Carolina Deslandes,6xolQjWFT24ykWke55u9fU,0.602,0.532,11,-8.213,0,0.195,0.625,0.000183,0.115,0.481,186.02,41lALydtkHeWvkjScj3MuV,194862,4
7xtAI4vNJtua87MCH2UDMO,39,False,Impossíveis,Piruka,5iZ6jMDkRa7RKLQplJuQUC,0.756,0.557,8,-7.493,1,0.247,0.383,0,0.117,0.27,139.942,7xtAI4vNJtua87MCH2UDMO,219385,4
3xd8xR0liz6K5L5A6hmHb7,28,False,Apetece,Carolina Deslandes,6xolQjWFT24ykWke55u9fU,0.717,0.494,7,-9.626,1,0.141,0.0604,1.66e-05,0.14,0.248,97.003,3xd8xR0liz6K5L5A6hmHb7,195764,4
7kFGEZ8UiPVQCQ0tVRZrOP,30,False,Vergonha Na Cara,Carolina Deslandes,6xolQjWFT24ykWke55u9fU,0.7,0.399,11,-11.504,0,0.416,0.68,0.00066,0.125,0.559,81.145,7kFGEZ8UiPVQCQ0tVRZrOP,172982,4
0linPWK3fnWhS1QPoH75TA,14,False,Tempestade,Carolina Deslandes,6xolQjWFT24ykWke55u9fU,0.541,0.496,7,-10.216,0,0.0276,0.518,0.00142,0.107,0.478,109.034,0linPWK3fnWhS1QPoH75TA,250979,4
6j1fwHRddl7A774jE7Fq9Y,32,False,Growing Pains,mishlawi,27zRRhF2K0ai7JQxgAOZMF,0.626,0.533,2,-12.159,1,0.278,0.0975,0,0.124,0.334,174.741,6j1fwHRddl7A774jE7Fq9Y,181885,4
3GPvfRA7gxvAQk3U3DvMbN,28,False,INSTA,Minguito 283,1LvFNnGu8V8HBP8Qy2bhYv,0.892,0.62,0,-7.335,1,0.289,0.14,5.09e-06,0.105,0.717,142.087,3GPvfRA7gxvAQk3U3DvMbN,190986,4
47KegqqrzpKw0jdHFWqtNb,60,True,Bad Karma (feat. Joan Jett),"Miley Cyrus, Joan Jett & The Blackhearts","5YGY8feqx7naU7z4HrwZM6, 1Fmb52lZ6Jv7FMWXXTPO3K",0.82,0.568,4,-6.963,1,0.0538,0.0301,0.0092,0.169,0.478,113.941,47KegqqrzpKw0jdHFWqtNb,188200,4
